time,ref_x,x,ref_y,y,ref_z,z,ref_u,u,ref_v,v,ref_w,w,ref_phi,phi,ref_theta,theta,ref_psi,psi,thrust
6.75,-1.13951,-1.51802,-0.375066,-0.240528,1,0.93819,0.675066,0.686592,-1.33951,-1.6018,0,-0.00872759,0.00673471,0.00526356,0.208732,0.2111,0.436815,-0.039549,0.213415
6.8,-1.1041,-1.49928,-0.44117,-0.301434,1,0.938348,0.74117,0.780784,-1.3041,-1.56089,0,-0.0151778,0.00571297,0.00389779,0.205487,0.211364,0.486815,-0.00535306,0.214154
6.85,-1.06542,-1.46399,-0.505421,-0.399886,1,0.938811,0.805421,0.821911,-1.26542,-1.54476,0,-0.0155209,0.00577774,-0.000715843,0.214314,0.209118,0.536815,0.0525208,0.214143
6.9,-1.02359,-1.42785,-0.56766,-0.485274,1,0.939005,0.86766,0.926404,-1.22359,-1.48376,0,-0.0169946,0.00739964,0.000423702,0.207856,0.209324,0.586815,0.104757,0.214173
6.95,-0.978694,-1.38991,-0.627729,-0.563968,1,0.939394,0.927729,1.02884,-1.17869,-1.43079,0,-0.013615,0.00433168,-0.00158708,0.216857,0.20576,0.636815,0.154364,0.213936
7,-0.930853,-1.34814,-0.68548,-0.640578,1,0.939774,0.98548,1.07404,-1.13085,-1.39298,0,-0.0164714,0.00254946,0.000721273,0.210063,0.205998,0.686815,0.203758,0.213885
7.05,-0.880187,-1.29961,-0.740767,-0.720316,1,0.940503,1.04077,1.16757,-1.08019,-1.33342,0,-0.0114846,0.00328273,-0.00200419,0.215439,0.203428,0.736815,0.254232,0.213379
7.1,-0.82682,-1.25688,-0.793454,-0.783212,1,0.941218,1.09345,1.22326,-1.02682,-1.28536,0,-0.0112327,0.000895495,-0.00798334,0.21042,0.20542,0.786815,0.297899,0.212911
7.15,-0.770887,-1.19005,-0.843407,-0.871785,1,0.942097,1.14341,1.29668,-0.970887,-1.21707,0,-0.0108619,0.00272428,-0.00202636,0.221911,0.205232,0.836815,0.356634,0.213005
7.2,-0.712527,-1.13323,-0.890502,-0.938949,1,0.94312,1.1905,1.32961,-0.912527,-1.16948,0,-0.011105,0.00300585,-0.00428161,0.215049,0.204247,0.886815,0.404509,0.212739
7.25,-0.651886,-1.07315,-0.934621,-1.00309,1,0.94412,1.23462,1.41026,-0.851886,-1.08578,0,-0.0072031,0.00344491,-0.00454193,0.220627,0.201491,0.936815,0.452912,0.212225
7.3,-0.589116,-1.01002,-0.975655,-1.06425,1,0.945183,1.27565,1.43992,-0.789116,-1.03747,0,-0.011205,0.000251232,-0.00420701,0.217672,0.203043,0.986815,0.502262,0.212302
7.35,-0.524374,-0.943912,-1.0135,-1.1223,1,0.946266,1.3135,1.51039,-0.724374,-0.94471,0,-0.00963705,-0.000537616,-0.00674901,0.212817,0.199294,1.03682,0.54953,0.212047
7.4,-0.457821,-0.884327,-1.04806,-1.16982,1,0.946959,1.34806,1.56285,-0.657821,-0.834834,0,-0.0143538,0.00178089,-0.00788732,0.218677,0.19804,1.08681,0.591621,0.212353
7.45,-0.389624,-0.78888,-1.07926,-1.23811,1,0.947949,1.37925,1.59468,-0.589624,-0.794939,0,-0.0166323,0.00187851,-0.0128986,0.213606,0.197637,1.13682,0.654656,0.212672
7.5,-0.319953,-0.714289,-1.107,-1.28488,1,0.948006,1.407,1.63715,-0.519953,-0.676213,0,-0.0198585,0.00392902,-0.00947579,0.21975,0.200014,1.18681,0.701551,0.212984
7.55,-0.248982,-0.637806,-1.13123,-1.3282,1,0.948672,1.43123,1.66277,-0.448982,-0.632059,0,-0.0223507,0.00275557,-0.0108977,0.213656,0.200985,1.23681,0.752648,0.213373
7.6,-0.17689,-0.558902,-1.15188,-1.36763,1,0.948667,1.45188,1.69364,-0.37689,-0.510959,0,-0.0213875,0.00407313,-0.0115819,0.21697,0.196413,1.28682,0.79977,0.213184
7.65,-0.103855,-0.478185,-1.1689,-1.4029,1,0.94893,1.4689,1.71695,-0.303855,-0.464542,0,-0.0243946,0.000849248,-0.0159597,0.214785,0.198173,1.33681,0.847907,0.213334
7.7,-0.030061,-0.412303,-1.18225,-1.42834,1,0.949108,1.48225,1.73794,-0.230061,-0.335966,0,-0.0239931,0.00325791,-0.0184718,0.220423,0.200382,1.38681,0.887852,0.213372
7.75,0.044308,-0.294992,-1.1919,-1.46651,1,0.949383,1.4919,1.75026,-0.155692,-0.269898,0,-0.0250829,0.00357314,-0.0147464,0.210755,0.203851,1.43682,0.95273,0.213509
7.8,0.119067,-0.209481,-1.19782,-1.48881,1,0.949398,1.49781,1.76036,-0.080933,-0.163152,0,-0.0247163,0.00553254,-0.0213996,0.219098,0.203745,1.48682,1.00009,0.213967
7.85,0.194028,-0.122798,-1.19999,-1.50672,1,0.949227,1.49999,1.77172,-0.005972,-0.055623,0,-0.0259982,0.00315958,-0.020603,0.215022,0.205689,1.53682,1.05399,0.213422
7.9,0.269003,-0.0412824,-1.19841,-1.5199,1,0.949437,1.49841,1.7717,0.069003,0.0121387,0,-0.0208728,0.00660377,-0.0196887,0.219869,0.207995,1.58682,1.09628,0.213964
7.95,0.343806,0.0527499,-1.19309,-1.52987,1,0.94983,1.49309,1.77288,0.143806,0.120928,0,-0.0175419,0.00574595,-0.0187817,0.211998,0.212534,1.63681,1.14939,0.212593
8,0.41825,0.117945,-1.18404,-1.53399,1,0.949927,1.48404,1.7661,0.21825,0.192218,0,-0.0216527,0.00330901,-0.0168721,0.206894,0.212021,1.68682,1.18482,0.213589
8.05,0.492148,0.230638,-1.17128,-1.53549,1,0.950033,1.47128,1.75569,0.292148,0.300788,0,-0.0279002,0.0040409,-0.0225026,0.214236,0.207728,1.73681,1.24511,0.213539
8.1,0.565316,0.337403,-1.15484,-1.53038,1,0.949923,1.45484,1.73574,0.365316,0.371653,0,-0.0299621,0.00464827,-0.024195,0.204966,0.204758,1.78681,1.30067,0.214479
8.15,0.637571,0.419822,-1.13476,-1.52196,1,0.949759,1.43476,1.71493,0.437571,0.474209,0,-0.025571,0.00403538,-0.0202167,0.213206,0.208682,1.83681,1.344,0.213964
8.2,0.708732,0.514143,-1.1111,-1.50739,1,0.949831,1.4111,1.6878,0.508732,0.542121,0,-0.0280319,0.00607694,-0.0295448,0.204966,0.207755,1.88682,1.39841,0.214148
8.25,0.778622,0.601079,-1.08391,-1.48926,1,0.949532,1.38391,1.65562,0.578622,0.643111,0,-0.0222162,0.00577658,-0.0142589,0.213151,0.21624,1.93681,1.44251,0.213713
8.3,0.847065,0.658793,-1.05326,-1.47501,1,0.949654,1.35326,1.62755,0.647065,0.690125,0,-0.019925,0.00574126,-0.00755786,0.208977,0.212856,1.98681,1.47315,0.213421
8.35,0.913891,0.772741,-1.01923,-1.44083,1,0.949907,1.31923,1.57359,0.713891,0.816747,0,-0.0174417,0.00302216,-0.0171564,0.21406,0.208161,2.03681,1.53733,0.213031
8.4,0.978933,0.862356,-0.981898,-1.40796,1,0.950006,1.2819,1.52072,0.778933,0.904835,0,-0.0227791,0.00477636,-0.0136413,0.209851,0.206599,2.08682,1.58206,0.21309
8.45,1.04203,0.955069,-0.941366,-1.36835,1,0.949343,1.24137,1.49578,0.842028,0.955349,0,-0.0268463,0.00337743,-0.00657804,0.202179,0.207019,2.13681,1.63831,0.214043
8.5,1.10302,1.03009,-0.897731,-1.33206,1,0.948679,1.19773,1.42607,0.903018,1.04836,0,-0.0352905,0.00476029,-0.00761871,0.204984,0.208486,2.18682,1.68392,0.215146
8.55,1.16175,1.11361,-0.851102,-1.28619,1,0.947294,1.1511,1.39944,0.961751,1.09327,0,-0.0382882,0.00402077,-0.00782544,0.202208,0.206774,2.23681,1.72968,0.215595
8.6,1.21808,1.15962,-0.801596,-1.25884,1,0.94652,1.1016,1.31744,1.01808,1.1837,0,-0.0402748,0.00615055,-0.00267487,0.203483,0.207346,2.28681,1.76176,0.216632
8.65,1.27187,1.26393,-0.749336,-1.1893,1,0.944744,1.04934,1.28155,1.07187,1.23733,0,-0.0398873,0.000378321,-0.0107173,0.200481,0.206372,2.33682,1.83074,0.216072
8.7,1.32297,1.33548,-0.694454,-1.13533,1,0.94355,0.994454,1.20332,1.12297,1.30787,0,-0.0327689,0.00170973,-0.00919996,0.206265,0.202434,2.38681,1.8763,0.216014
8.75,1.37127,1.41812,-0.637086,-1.06617,1,0.942666,0.937086,1.16972,1.17127,1.34684,0,-0.032327,0.000623547,-0.0129826,0.20509,0.201836,2.43682,1.93283,0.215518
8.8,1.41664,1.47953,-0.577376,-1.0091,1,0.942,0.877376,1.07122,1.21664,1.41663,0,-0.0251313,0.00102808,-0.0107581,0.209264,0.201277,2.48681,1.97977,0.214897
8.85,1.45897,1.5467,-0.515473,-0.940597,1,0.941708,0.815473,1.04104,1.25897,1.45164,0,-0.0197836,0.000791506,-0.0138779,0.209055,0.202935,2.53681,2.02918,0.213957
8.9,1.49815,1.583,-0.451531,-0.900459,1,0.941545,0.751531,0.93267,1.29815,1.51535,0,-0.00857342,0.00131776,-0.0124675,0.213156,0.200945,2.58682,2.05814,0.213106
8.95,1.53409,1.66321,-0.385711,-0.803119,1,0.941988,0.685711,0.859111,1.33409,1.55865,0,-0.00440554,0.000376591,-0.0158539,0.20502,0.202716,2.63681,2.12283,0.212079
9,1.56669,1.71634,-0.318178,-0.730529,1,0.94235,0.618178,0.785631,1.36669,1.5928,0,-0.00347565,0.000268779,-0.0198401,0.20715,0.203762,2.68682,2.17113,0.211849
9.05,1.59588,1.7662,-0.249099,-0.655469,1,0.942882,0.549099,0.680892,1.39588,1.64684,0,0.00260337,0.000136151,-0.0252014,0.215976,0.203415,2.73681,2.22023,0.211614
9.1,1.62158,1.821,-0.178648,-0.562384,1,0.943333,0.478648,0.627393,1.42158,1.65719,0,0.00223528,0.00177771,-0.0209732,0.209465,0.20518,2.78681,2.28051,0.211181
9.15,1.64373,1.85992,-0.107,-0.488075,1,0.943721,0.407,0.522325,1.44373,1.69982,0,-0.0026118,0.000964474,-0.0228755,0.218341,0.208759,2.83682,2.32447,0.211304
9.2,1.66227,1.90021,-0.034335,-0.400751,1,0.943663,0.334335,0.466804,1.46226,1.70969,0,-0.00338551,0.00477696,-0.027197,0.210231,0.209171,2.88681,2.37628,0.212057
9.25,1.67715,1.93165,0.039166,-0.322442,1,0.943963,0.260834,0.401253,1.47715,1.72819,0,-0.00464311,0.0025979,-0.020041,0.21445,0.215161,2.93682,2.42236,0.212502
9.3,1.68834,1.9614,0.113318,-0.237089,1,0.9437,0.186682,0.29665,1.48834,1.75517,0,-0.00911891,-0.00166947,-0.0246415,0.211146,0.216756,2.98681,2.46952,0.21285
9.35,1.69581,1.98694,0.187938,-0.150048,1,0.943235,0.112062,0.181705,1.49581,1.78197,0,-0.00767232,-0.00227616,-0.0191983,0.214942,0.21809,3.03681,2.51996,0.213018
9.4,1.69954,2.01076,0.262837,-0.049848,1,0.942742,0.037163,0.126748,1.49954,1.79062,0,-0.00824312,-0.00398149,-0.024572,0.212776,0.211138,3.08682,2.57241,0.212828
9.45,1.69952,2.02911,0.337829,0.051599,1,0.942263,-0.037829,0.0100765,1.49952,1.78983,0,-0.00742634,-0.00222195,-0.0256938,0.220433,0.213493,3.13681,2.62849,0.212897
9.5,1.69576,2.04087,0.412727,0.141888,1,0.941877,-0.112727,-0.0452636,1.49576,1.79424,0,-0.0127258,-0.00100547,-0.025534,0.213535,0.216081,-3.09637,2.6772,0.213619
9.55,1.68826,2.0479,0.487343,0.22629,1,0.941114,-0.187343,-0.157734,1.48826,1.78258,0,-0.0130811,-0.000582441,-0.0321777,0.218056,0.213374,-3.04637,2.72085,0.213676
9.6,1.67703,2.05108,0.56149,0.317083,1,0.940224,-0.26149,-0.264014,1.47703,1.76475,0,-0.0139846,-0.00127467,-0.0305763,0.215793,0.214166,-2.99637,2.77031,0.214143
9.65,1.66212,2.04974,0.634984,0.414001,1,0.939595,-0.334984,-0.331112,1.46212,1.75393,0,-0.00838302,-0.00267667,-0.0305004,0.211474,0.216708,-2.94637,2.8256,0.213435
9.7,1.64355,2.04455,0.707641,0.498693,1,0.93873,-0.407641,-0.452125,1.44355,1.72401,0,-0.0129592,-0.00373002,-0.0300322,0.218381,0.218426,-2.89637,2.86809,0.213973
9.75,1.62137,2.03236,0.779279,0.60684,1,0.937703,-0.479279,-0.496607,1.42137,1.7098,0,-0.0111353,-0.00211582,-0.0297454,0.212958,0.218143,-2.84637,2.9264,0.214184
9.8,1.59564,2.01619,0.849719,0.702456,1,0.936949,-0.549719,-0.617133,1.39564,1.66959,0,-0.0137104,0.000351183,-0.03051,0.216215,0.217374,-2.79637,2.97701,0.214305
9.85,1.56642,1.99664,0.918785,0.791068,1,0.935945,-0.618785,-0.659348,1.36642,1.65338,0,-0.0122609,9.04882e-05,-0.0303304,0.214168,0.220193,-2.74637,3.02509,0.21463
9.9,1.53379,1.97282,0.986304,0.878657,1,0.935115,-0.686304,-0.7729,1.33379,1.60283,0,-0.00813199,-0.001171,-0.0266756,0.22192,0.218458,-2.69637,3.07494,0.214521
9.95,1.49782,1.947,1.05211,0.959547,1,0.935043,-0.752108,-0.812013,1.29782,1.57931,0,-0.00384666,-0.00274578,-0.0249698,0.214803,0.221065,-2.65637,3.11933,0.213642
10,1.45861,1.91306,1.11603,1.05015,1,0.934469,-0.816032,-0.904347,1.25861,1.52594,0,-0.000203922,-0.000538986,-0.0209562,0.215463,0.226805,-2.59637,-3.11109,0.213224
10.05,1.41625,1.87957,1.17792,1.12796,1,0.934265,-0.877916,-0.961853,1.21625,1.49302,0,0.0031055,-0.00143917,-0.0238745,0.220862,0.218846,-2.54637,-3.06805,0.21289
10.1,1.37085,1.84243,1.23761,1.20399,1,0.933841,-0.937606,-1.04634,1.17085,1.43273,0,0.00272915,0.00407179,-0.0217384,0.217168,0.223325,-2.49637,-3.02028,0.213211
10.15,1.32253,1.78374,1.29495,1.30994,1,0.933449,-0.994952,-1.14506,1.12253,1.3613,0,-0.00025625,0.000317882,-0.0279436,0.219182,0.224692,-2.44637,-2.95709,0.212936
10.2,1.2714,1.73546,1.34981,1.38656,1,0.932725,-1.04981,-1.17785,1.0714,1.32437,0,0.00163368,0.00232501,-0.0163377,0.219881,0.229097,-2.39637,-2.90708,0.213303
10.25,1.21759,1.68352,1.40205,1.46122,1,0.93219,-1.10205,-1.27163,1.01759,1.24019,0,-0.00227587,0.000774925,-0.0175138,0.224136,0.230636,-2.34637,-2.85831,0.213861
10.3,1.16124,1.62768,1.45153,1.53312,1,0.931815,-1.15153,-1.30283,0.96124,1.20399,0,-0.00179393,-0.00108785,-0.0225127,0.221407,0.226613,-2.29637,-2.81021,0.214154
10.35,1.10249,1.56838,1.49813,1.60195,1,0.931103,-1.19813,-1.38893,0.902486,1.10645,0,-0.000626243,-0.000881916,-0.021411,0.225133,0.228838,-2.24637,-2.76192,0.214014
10.4,1.04148,1.50152,1.54174,1.67248,1,0.930322,-1.24174,-1.42872,0.841476,1.05524,0,-0.00343103,0.00553267,-0.0228995,0.217451,0.229122,-2.19637,-2.70903,0.214373
10.45,0.978364,1.42659,1.58224,1.74333,1,0.929269,-1.28224,-1.49051,0.778364,0.96617,0,-0.00560017,-0.00106983,-0.0193907,0.22573,0.22633,-2.14637,-2.65575,0.214806
10.5,0.913305,1.35707,1.61954,1.80255,1,0.928473,-1.31954,-1.52617,0.713305,0.931238,0,-0.00468655,-0.000826111,-0.0231657,0.222876,0.224591,-2.09637,-2.60563,0.214795
10.55,0.846464,1.28455,1.65355,1.85811,1,0.927651,-1.35354,-1.58057,0.646464,0.818582,0,-0.00301715,-0.000272357,-0.0316372,0.224489,0.223479,-2.04637,-2.55461,0.214421
10.6,0.778007,1.20958,1.68416,1.91024,1,0.926989,-1.38416,-1.61258,0.578007,0.780346,0,-0.00166248,-1.3268e-05,-0.0295875,0.224734,0.222071,-1.99637,-2.50834,0.214607
10.65,0.708106,1.13748,1.71132,1.95576,1,0.926216,-1.41132,-1.65679,0.508106,0.663099,0,0.00406252,-0.00147838,-0.0192574,0.219146,0.227214,-1.94637,-2.46193,0.214131
10.7,0.636934,1.05251,1.73495,2.00364,1,0.925593,-1.43495,-1.69134,0.436934,0.607902,0,0.00255293,0.00376646,-0.0210924,0.222744,0.23024,-1.89637,-2.41211,0.214579
10.75,0.56467,0.959155,1.755,2.04983,1,0.925202,-1.455,-1.71998,0.36467,0.504363,0,0.00786652,-0.00148378,-0.0214144,0.221729,0.225965,-1.84637,-2.35757,0.213772
10.8,0.491495,0.874821,1.7714,2.08626,1,0.925657,-1.4714,-1.75257,0.291495,0.384808,0,0.0169652,-0.00265516,-0.0299534,0.227505,0.225274,-1.79637,-2.30839,0.212956
10.85,0.417591,0.789235,1.78413,2.11897,1,0.925755,-1.48413,-1.76961,0.217591,0.343586,0,0.0201711,-0.00192755,-0.0175066,0.226526,0.225317,-1.74637,-2.26172,0.21206
10.9,0.343143,0.695929,1.79315,2.14928,1,0.92645,-1.49315,-1.78542,0.143143,0.225108,0,0.0275732,-0.00139957,-0.0184607,0.232004,0.226544,-1.69637,-2.21034,0.211136
10.95,0.268338,0.607403,1.79844,2.17344,1,0.926776,-1.49844,-1.79926,0.068338,0.176618,0,0.025727,-0.00128263,-0.0197585,0.230019,0.234431,-1.64637,-2.15778,0.211575
11,0.193361,0.517929,1.79998,2.19359,1,0.927117,-1.49998,-1.80267,-0.006639,0.0585986,0,0.0261234,0.00407686,-0.006329,0.232417,0.241842,-1.59637,-2.10989,0.212559
11.05,0.118402,0.427453,1.79778,2.20944,1,0.927708,-1.49778,-1.80841,-0.081598,0.00243078,0,0.0277932,-0.00303351,-0.00368194,0.232779,0.244376,-1.54637,-2.06125,0.2116
11.1,0.043646,0.335868,1.79183,2.22071,1,0.929002,-1.49183,-1.8096,-0.156354,-0.113445,0,0.0320749,-0.000494225,-0.010541,0.237501,0.242524,-1.49637,-2.01238,0.21112
11.15,-0.030719,0.231761,1.78215,2.2283,1,0.930216,-1.48215,-1.79524,-0.230719,-0.215847,0,0.0374083,0.00020141,-0.0192918,0.236247,0.242473,-1.44637,-1.95934,0.210458
11.2,-0.104507,0.134112,1.76877,2.23019,1,0.930531,-1.46877,-1.78165,-0.304507,-0.293087,0,0.035659,0.000132876,0.000692934,0.246558,0.241439,-1.39637,-1.90886,0.209702
11.25,-0.177534,0.0422445,1.75171,2.22732,1,0.931811,-1.45171,-1.76921,-0.377534,-0.33601,0,0.03771,0.00223872,-0.0109739,0.239822,0.246179,-1.34637,-1.8598,0.210123
11.3,-0.249618,-0.0492552,1.73103,2.21996,1,0.93249,-1.43103,-1.73674,-0.449618,-0.460359,0,0.0309259,0.0067756,0.000273818,0.242319,0.23783,-1.29637,-1.81675,0.210343
11.35,-0.320578,-0.139837,1.70677,2.20818,1,0.933099,-1.40677,-1.73106,-0.520578,-0.511671,0,0.0311374,6.28516e-05,0.0048971,0.240908,0.242708,-1.24637,-1.76596,0.210389
11.4,-0.390236,-0.229964,1.67899,2.19185,1,0.933852,-1.37899,-1.68843,-0.590236,-0.625297,0,0.0272406,0.00297044,-4.19778e-06,0.233883,0.242845,-1.19637,-1.71666,0.211033
11.45,-0.45842,-0.336827,1.64777,2.16627,1,0.934257,-1.34777,-1.64475,-0.65842,-0.720961,0,0.0251482,0.0032981,-0.00813388,0.237387,0.234501,-1.14637,-1.6592,0.21114
11.5,-0.524957,-0.424528,1.61318,2.14043,1,0.934125,-1.31318,-1.62259,-0.724957,-0.790613,0,0.0146589,0.0043602,0.00110236,0.233624,0.231994,-1.09637,-1.61361,0.211976
11.55,-0.589683,-0.51085,1.5753,2.11013,1,0.933608,-1.2753,-1.55979,-0.789683,-0.895243,0,0.00308924,0.00704205,0.00358595,0.239767,0.235979,-1.04637,-1.56496,0.212874
11.6,-0.652434,-0.595809,1.53424,2.07521,1,0.933799,-1.23424,-1.53239,-0.852434,-0.947925,0,0.00147779,0.0116844,-0.00779381,0.230507,0.237233,-0.996371,-1.50778,0.213834
11.65,-0.713056,-0.678837,1.4901,2.03657,1,0.932559,-1.1901,-1.48055,-0.913056,-1.03569,0,0.00152547,0.00831737,-0.000498761,0.239079,0.236116,-0.946371,-1.46536,0.214053
11.7,-0.771395,-0.75475,1.44297,1.99667,1,0.932052,-1.14298,-1.44039,-0.971395,-1.09688,0,-0.00232129,0.00301341,0.00407742,0.232507,0.235976,-0.896371,-1.41746,0.214569
11.75,-0.827305,-0.839698,1.393,1.94658,1,0.931567,-1.093,-1.36766,-1.0273,-1.19235,0,-0.00104428,0.00554723,-0.00568437,0.240535,0.23788,-0.846371,-1.36437,0.214083
11.8,-0.880649,-0.931773,1.34029,1.88494,1,0.931134,-1.04029,-1.29247,-1.08065,-1.27185,0,0.00296593,0.00513888,-0.00931429,0.232094,0.238741,-0.796371,-1.30677,0.214755
11.85,-0.931291,-1.00108,1.28498,1.83306,1,0.931008,-0.984978,-1.24639,-1.13129,-1.32784,0,0.00798335,0.00558801,-0.00981833,0.241068,0.241608,-0.746371,-1.25969,0.21406
11.9,-0.979105,-1.0771,1.22721,1.76982,1,0.931041,-0.927206,-1.20511,-1.17911,-1.3713,0,0.00927915,0.0108008,-0.00376254,0.23237,0.238747,-0.696371,-1.21081,0.21338
11.95,-1.02397,-1.14118,1.16712,1.71093,1,0.931459,-0.867116,-1.11368,-1.22397,-1.45403,0,0.0155285,0.00524847,-0.0066719,0.237792,0.240727,-0.646371,-1.16396,0.212825
12,-1.06578,-1.21084,1.10486,1.63991,1,0.932098,-0.804859,-1.01797,-1.26578,-1.52185,0,0.0136071,0.000387978,-0.0150926,0.233499,0.24255,-0.596371,-1.11122,0.21329
12.05,-1.10442,-1.26867,1.04059,1.57463,1,0.932327,-0.740591,-0.977976,-1.30442,-1.55966,0,0.0119774,0.000709773,-0.00853803,0.229902,0.238746,-0.546371,-1.06515,0.212888
12.1,-1.13981,-1.34218,0.974471,1.4819,1,0.932737,-0.674471,-0.864977,-1.33981,-1.61749,0,0.00781486,0.000257116,-0.0103131,0.232953,0.235624,-0.496371,-1.00504,0.213032
12.15,-1.17184,-1.39628,0.906666,1.40542,1,0.933105,-0.606666,-0.807448,-1.37184,-1.65742,0,0.00622909,0.0014306,-0.00537302,0.226147,0.235357,-0.446371,-0.958047,0.213427
12.2,-1.20045,-1.44678,0.837344,1.32612,1,0.933387,-0.537344,-0.704965,-1.40045,-1.70078,0,0.00844218,0.00971892,-0.00421034,0.230509,0.237926,-0.396371,-0.905949,0.213481
12.25,-1.22556,-1.49359,0.766679,1.24472,1,0.934081,-0.466679,-0.65747,-1.42556,-1.72681,0,0.00762486,0.00181371,-0.0068744,0.229661,0.238605,-0.346371,-0.854633,0.213034
12.3,-1.2471,-1.53324,0.694848,1.16652,1,0.934592,-0.394848,-0.533534,-1.4471,-1.76567,0,0.00872013,0.00226648,-0.00567782,0.232458,0.234221,-0.296371,-0.807998,0.212908
12.35,-1.26503,-1.57413,0.622029,1.07488,1,0.935036,-0.322029,-0.409543,-1.46503,-1.80504,0,0.00329622,-0.00268191,-0.00451124,0.227058,0.234245,-0.246371,-0.756692,0.212731
12.4,-1.27929,-1.60789,0.548406,0.987267,1,0.935346,-0.248406,-0.357811,-1.47929,-1.81338,0,0.00255962,-0.00163302,-0.00523153,0.22202,0.231551,-0.196371,-0.709149,0.213317
12.45,-1.28985,-1.63933,0.474162,0.892124,1,0.935489,-0.174162,-0.22985,-1.48985,-1.83139,0,-0.00171028,-0.00206022,-0.0073557,0.22584,0.231224,-0.146371,-0.659238,0.213193
12.5,-1.2967,-1.66562,0.399483,0.795512,1,0.935646,-0.099483,-0.182749,-1.4967,-1.8415,0,0.000685099,-0.00112533,-0.00630254,0.22249,0.229823,-0.096371,-0.60765,0.213444
12.55,-1.2998,-1.68706,0.324555,0.698061,1,0.93574,-0.024555,-0.0548934,-1.4998,-1.84156,0,0.000837866,-0.000758,-0.00129584,0.228098,0.226958,-0.046371,-0.560083,0.214004
12.6,-1.29915,-1.70234,0.249565,0.605756,1,0.936042,0.050435,-0.00633309,-1.49915,-1.853,0,0.00141124,-0.000633587,-0.00181514,0.223592,0.227144,0.003629,-0.510875,0.213101
12.65,-1.29476,-1.71319,0.174702,0.512646,1,0.936574,0.125298,0.120469,-1.49476,-1.8462,0,0.00357839,0.00195591,-0.00349113,0.230347,0.227005,0.053629,-0.46183,0.212765
12.7,-1.28663,-1.71951,0.100152,0.419343,1,0.937021,0.199848,0.178608,-1.48663,-1.84431,0,0.00104302,-0.00329321,-0.00286929,0.223414,0.224704,0.103629,-0.414076,0.213034
12.75,-1.27478,-1.72136,0.026101,0.325928,1,0.937377,0.273899,0.291366,-1.47478,-1.83125,0,-0.0011312,-0.000790405,-0.00263344,0.227269,0.223341,0.153629,-0.366199,0.213056
12.8,-1.25925,-1.7174,-0.047265,0.213903,1,0.937732,0.347265,0.348075,-1.45925,-1.81344,0,-0.00360269,4.39434e-05,-0.00170374,0.224226,0.225921,0.203629,-0.30912,0.213595
12.85,-1.24007,-1.70936,-0.119763,0.121018,1,0.937862,0.419763,0.460947,-1.44007,-1.7892,0,-0.00656873,-0.00261182,-0.0034288,0.234417,0.226488,0.253629,-0.261375,0.213114
12.9,-1.21729,-1.6966,-0.191212,0.028609,1,0.937598,0.491212,0.568348,-1.41729,-1.76067,0,-0.00998221,0.000544936,-0.00145834,0.226937,0.229886,0.303629,-0.210153,0.21386
12.95,-1.19097,-1.67928,-0.261433,-0.0631757,1,0.937614,0.561433,0.632572,-1.39097,-1.72402,0,-0.00410996,-0.000292638,-0.00184382,0.232204,0.228677,0.353629,-0.160914,0.214376
13,-1.16117,-1.65766,-0.330251,-0.154034,1,0.937372,0.630251,0.748057,-1.36117,-1.6883,0,-0.0111177,-0.00293128,-0.00406377,0.227643,0.227803,0.403629,-0.113363,0.214297
13.05,-1.12797,-1.6334,-0.397493,-0.237871,1,0.937313,0.697493,0.791189,-1.32797,-1.66407,0,-0.00822432,-0.00194244,-0.00462403,0.220676,0.22744,0.453629,-0.0673407,0.214257
13.1,-1.09145,-1.60107,-0.462992,-0.332371,1,0.937118,0.762992,0.839921,-1.29145,-1.64049,0,-0.00686968,-0.00275382,-0.00875565,0.228099,0.22832,0.503629,-0.0178105,0.214064
13.15,-1.0517,-1.55893,-0.526584,-0.436334,1,0.936402,0.826584,0.973541,-1.2517,-1.55216,0,-0.0121677,-0.000511495,0.00447373,0.227673,0.222436,0.553629,0.0389324,0.214185
13.2,-1.00883,-1.51897,-0.58811,-0.521392,1,0.93644,0.88811,1.02079,-1.20883,-1.5329,0,-0.0099796,0.00025075,-0.0104396,0.221485,0.225081,0.603629,0.0897788,0.214381
13.25,-0.962928,-1.47509,-0.647416,-0.604396,1,0.936499,0.947416,1.11965,-1.16293,-1.45286,0,-0.00719106,-0.000450233,-0.00863045,0.224578,0.219804,0.653629,0.141408,0.214163
13.3,-0.914124,-1.42724,-0.704355,-0.685268,1,0.936417,1.00436,1.16738,-1.11412,-1.4271,0,-0.010421,-0.000912879,-0.00973099,0.221815,0.221408,0.703629,0.189071,0.214263
13.35,-0.862535,-1.37904,-0.758782,-0.758667,1,0.936771,1.05878,1.25352,-1.06254,-1.34118,0,-0.00268706,-0.00284683,-0.00882832,0.217475,0.219287,0.753629,0.237615,0.213163
13.4,-0.80829,-1.31984,-0.810564,-0.839828,1,0.93703,1.11056,1.29974,-1.00829,-1.30864,0,-0.00203762,-0.00429344,-0.0101523,0.224579,0.217644,0.803629,0.29086,0.212927
13.45,-0.751524,-1.26087,-0.859569,-0.913125,1,0.937568,1.15957,1.37919,-0.951524,-1.21599,0,0.00229394,-0.00220114,-0.00268792,0.231621,0.216026,0.853629,0.339485,0.212825
