time,ref_x,x,ref_y,y,ref_z,z,ref_u,u,ref_v,v,ref_w,w,ref_phi,phi,ref_theta,theta,ref_psi,psi,thrust
13.5,-0.692381,-1.18515,-0.905677,-0.997459,1,0.938219,1.20568,1.44671,-0.892381,-1.12954,0,0.00250817,-0.00337298,-0.00933735,0.225802,0.215951,0.903629,0.398202,0.212205
13.55,-0.631007,-1.11884,-0.94877,-1.06419,1,0.939076,1.24877,1.49025,-0.831007,-1.0785,0,-0.000821619,-0.00199767,-0.00834963,0.233632,0.219933,0.953629,0.446806,0.212073
13.6,-0.567556,-1.0488,-0.988743,-1.12767,1,0.939311,1.28874,1.54777,-0.767556,-0.985241,0,-0.00461943,-0.00339546,-0.00912819,0.222878,0.216006,1.00363,0.496387,0.21282
13.65,-0.502186,-0.976163,-1.02549,-1.18773,1,0.939767,1.32549,1.59062,-0.702186,-0.927423,0,-0.00823285,-0.00163478,-0.0118755,0.233904,0.21592,1.05363,0.545627,0.21288
13.7,-0.435062,-0.900748,-1.05893,-1.24427,1,0.940092,1.35893,1.61403,-0.635062,-0.871984,0,-0.0126715,-0.00532344,-0.0133805,0.225883,0.210522,1.10363,0.594901,0.213682
13.75,-0.36635,-0.822496,-1.08897,-1.29689,1,0.940237,1.38897,1.67272,-0.56635,-0.765643,0,-0.0144818,-0.00634929,-0.0131978,0.219905,0.210493,1.15363,0.645307,0.213778
13.8,-0.296222,-0.73086,-1.11554,-1.35198,1,0.940167,1.41554,1.71574,-0.496222,-0.643751,0,-0.0181537,-0.00542954,-0.0148118,0.226314,0.203908,1.20363,0.699047,0.214109
13.85,-0.224854,-0.642205,-1.13857,-1.39924,1,0.940352,1.43857,1.74185,-0.424854,-0.599043,0,-0.0135187,-0.0065475,-0.01814,0.221131,0.204593,1.25363,0.751442,0.213338
13.9,-0.152425,-0.562746,-1.15801,-1.43656,1,0.940649,1.45801,1.76653,-0.352425,-0.471847,0,-0.0170029,-0.00439372,-0.0203205,0.226721,0.202952,1.30363,0.797727,0.213734
13.95,-0.079114,-0.476036,-1.1738,-1.47277,1,0.940547,1.4738,1.79065,-0.279114,-0.42599,0,-0.0178928,-0.00598712,-0.0221259,0.221454,0.205878,1.35363,0.843707,0.213913
14,-0.005106,-0.381477,-1.18591,-1.50645,1,0.940448,1.48591,1.80305,-0.205106,-0.294788,0,-0.0241479,-0.00385073,-0.0280371,0.226558,0.202295,1.40363,0.896379,0.214894
14.05,0.069415,-0.291872,-1.1943,-1.53343,1,0.940387,1.4943,1.81381,-0.130585,-0.246715,0,-0.0270976,-0.0071127,-0.0247558,0.221254,0.207466,1.45363,0.946217,0.215287
14.1,0.144262,-0.194788,-1.19896,-1.55712,1,0.939841,1.49896,1.82707,-0.055738,-0.125657,0,-0.033322,-0.00702777,-0.0352076,0.21466,0.206112,1.50363,1.00383,0.216122
14.15,0.219249,-0.0911166,-1.19988,-1.57706,1,0.93963,1.49988,1.82991,0.019249,-0.0537848,0,-0.0338961,-0.00658872,-0.0275508,0.218065,0.212051,1.55363,1.05611,0.216529
14.2,0.294188,0.00167742,-1.19704,-1.58943,1,0.93937,1.49704,1.83215,0.094188,0.0503705,0,-0.0291489,-0.00553154,-0.0322731,0.215916,0.215496,1.60363,1.10469,0.216108
14.25,0.368891,0.0886503,-1.19046,-1.59664,1,0.9395,1.49046,1.82626,0.168891,0.128923,0,-0.0242513,-0.00608786,-0.0328168,0.219501,0.210879,1.65363,1.14977,0.215211
14.3,0.443172,0.188241,-1.18016,-1.60002,1,0.939644,1.48016,1.81065,0.243172,0.234025,0,-0.0184851,-0.00399546,-0.0373641,0.226193,0.213932,1.70363,1.20327,0.215048
14.35,0.516845,0.281345,-1.16616,-1.59879,1,0.939704,1.46616,1.7925,0.316845,0.368291,0,-0.028301,-0.00758089,-0.0307888,0.223672,0.21562,1.75363,1.24826,0.215248
14.4,0.589726,0.374448,-1.14849,-1.59216,1,0.939963,1.44849,1.77563,0.389726,0.419181,0,-0.027158,-0.00741462,-0.0338281,0.215203,0.215879,1.80363,1.29337,0.215929
14.45,0.661633,0.48559,-1.1272,-1.57858,1,0.939676,1.4272,1.75346,0.461633,0.545202,0,-0.0290506,-0.008639,-0.026627,0.222575,0.216195,1.85363,1.35225,0.215671
14.5,0.732386,0.577561,-1.10234,-1.56207,1,0.940155,1.40234,1.72795,0.532386,0.596886,0,-0.0274935,-0.00743864,-0.0276433,0.214872,0.219394,1.90363,1.40234,0.215867
14.55,0.801809,0.66197,-1.07398,-1.54285,1,0.940685,1.37398,1.6909,0.601809,0.717194,0,-0.0211018,-0.0065734,-0.0270993,0.21943,0.211868,1.95363,1.43514,0.215086
14.6,0.869727,0.752075,-1.04219,-1.51773,1,0.941252,1.34219,1.6443,0.669727,0.811125,0,-0.0125269,-0.00536582,-0.0234828,0.216495,0.212001,2.00363,1.4857,0.213855
14.65,0.935972,0.840515,-1.00704,-1.48852,1,0.942538,1.30704,1.61037,0.735972,0.875193,0,-0.00813566,-0.00735136,-0.0320914,0.225555,0.218963,2.05363,1.53932,0.213737
14.7,1.00038,0.93262,-0.96862,-1.45289,1,0.943032,1.26862,1.55373,0.800377,0.96386,0,-0.00719227,-0.00985916,-0.0155382,0.216424,0.212781,2.10363,1.58769,0.212902
14.75,1.06278,1.01205,-0.927033,-1.41762,1,0.944514,1.22703,1.51533,0.862781,1.02558,0,-0.00838011,-0.00922169,-0.0290464,0.22823,0.216705,2.15363,1.63261,0.212662
14.8,1.12303,1.11639,-0.882378,-1.3646,1,0.945497,1.18238,1.47319,0.923029,1.06725,0,-0.00754955,-0.00711096,-0.0228518,0.220607,0.216344,2.20363,1.69307,0.212448
14.85,1.18097,1.19612,-0.834768,-1.31816,1,0.945517,1.13477,1.40297,0.980969,1.16474,0,-0.0172431,-0.00616325,-0.0252132,0.213248,0.214776,2.25363,1.7396,0.213815
14.9,1.23646,1.27365,-0.784322,-1.26822,1,0.945547,1.08432,1.31514,1.03646,1.24984,0,-0.0264874,-0.00517001,-0.0171897,0.219567,0.217381,2.30363,1.78829,0.214618
14.95,1.28936,1.3438,-0.731166,-1.21789,1,0.945135,1.03117,1.27899,1.08936,1.29281,0,-0.0290954,-0.00535203,-0.0203866,0.212581,0.215183,2.35363,1.83168,0.215319
15,1.33953,1.4209,-0.675432,-1.15705,1,0.94477,0.975432,1.20315,1.13953,1.36309,0,-0.0326811,-0.00295273,-0.0205086,0.220079,0.215496,2.40363,1.88611,0.215278
15.05,1.38686,1.48542,-0.61726,-1.10052,1,0.944189,0.91726,1.13831,1.18686,1.40508,0,-0.0277291,-0.00577455,-0.0187783,0.213498,0.214656,2.45363,1.92875,0.215191
15.1,1.43122,1.5563,-0.556795,-1.03216,1,0.944147,0.856795,1.06278,1.23122,1.47061,0,-0.0234885,-0.00637457,-0.0286687,0.212337,0.214262,2.50363,1.98421,0.214493
15.15,1.4725,1.61936,-0.494189,-0.965321,1,0.944066,0.794189,1.00013,1.2725,1.50597,0,-0.0192893,-0.00456138,-0.0268367,0.216442,0.207971,2.55363,2.02551,0.214042
15.2,1.5106,1.6906,-0.429598,-0.880802,1,0.944561,0.729598,0.899419,1.31061,1.56881,0,-0.00459532,-0.00296108,-0.030029,0.224983,0.211242,2.60363,2.08677,0.213423
15.25,1.54543,1.74635,-0.363183,-0.807525,1,0.945477,0.663183,0.799345,1.34543,1.61824,0,0.00146577,-0.00268472,-0.0258919,0.219012,0.211033,2.65363,2.13337,0.211942
15.3,1.5769,1.79835,-0.295111,-0.731465,1,0.946227,0.595111,0.738221,1.3769,1.6474,0,8.93875e-05,-0.00111538,-0.0265813,0.227002,0.212379,2.70363,2.18183,0.211341
15.35,1.60492,1.84667,-0.225551,-0.652768,1,0.946642,0.525551,0.638051,1.40492,1.69057,0,-0.0078321,-0.00361463,-0.0280881,0.220545,0.212754,2.75363,2.22985,0.21167
15.4,1.62943,1.89108,-0.154678,-0.571769,1,0.94687,0.454678,0.573315,1.42943,1.71499,0,-0.0112891,-0.00539688,-0.0274614,0.21299,0.21423,2.80363,2.27885,0.213039
15.45,1.65037,1.92886,-0.082668,-0.49422,1,0.946792,0.382668,0.469512,1.45037,1.75454,0,-0.0235406,-0.00536004,-0.03223,0.220013,0.215175,2.85363,2.32568,0.213548
15.5,1.66768,1.97427,-0.009701,-0.385978,1,0.946153,0.309701,0.397736,1.46768,1.76686,0,-0.0274464,-0.0036979,-0.0246259,0.210095,0.215837,2.90363,2.38415,0.215154
15.55,1.68132,2.00563,0.064039,-0.298523,1,0.945806,0.235961,0.278368,1.48133,1.80168,0,-0.0243619,-0.00643699,-0.0329766,0.217995,0.214127,2.95363,2.4298,0.215143
15.6,1.69127,2.03069,0.13837,-0.215674,1,0.945095,0.16163,0.239329,1.49127,1.80187,0,-0.023799,-0.0053149,-0.0289296,0.214466,0.213098,3.00363,2.47496,0.214479
15.65,1.69748,2.05339,0.213104,-0.125489,1,0.944698,0.086896,0.10204,1.49748,1.82859,0,-0.0197828,-0.00576332,-0.0281249,0.218509,0.215423,3.05363,2.52394,0.214224
15.7,1.69995,2.07186,0.288055,-0.0340308,1,0.944573,0.011945,0.0433936,1.49995,1.82773,0,-0.0150645,-0.0065962,-0.0332385,0.212128,0.214544,3.10363,2.57211,0.213607
15.75,1.69867,2.08498,0.363037,0.0521724,1,0.944578,-0.063037,-0.0605747,1.49867,1.83662,0,-0.00668419,-0.0116189,-0.0321524,0.211173,0.212445,-3.12956,2.61734,0.212628
15.8,1.69365,2.0962,0.43786,0.15771,1,0.945206,-0.13786,-0.111114,1.49365,1.82901,0,-0.0001747,-0.0104562,-0.0341569,0.220193,0.215648,-3.07956,2.672,0.21167
15.85,1.6849,2.10163,0.512339,0.263655,1,0.945575,-0.212339,-0.24197,1.4849,1.8249,0,-0.00220055,-0.0106287,-0.035999,0.225365,0.211204,-3.02956,2.7258,0.211902
15.9,1.67243,2.10185,0.586288,0.363548,1,0.945939,-0.286288,-0.344362,1.47243,1.80847,0,0.000851616,-0.00972807,-0.0386078,0.219647,0.215528,-2.97956,2.77808,0.21204
15.95,1.65628,2.09736,0.659521,0.457072,1,0.94649,-0.359521,-0.399623,1.45628,1.78475,0,0.00247423,-0.00888114,-0.0378982,0.217394,0.213888,-2.92956,2.8275,0.211283
16,1.63649,2.08934,0.731855,0.54386,1,0.946698,-0.431855,-0.513555,1.43649,1.76317,0,-7.46031e-05,-0.00902926,-0.0368896,0.223582,0.217932,-2.87956,2.87317,0.211215
16.05,1.61311,2.07852,0.80311,0.624156,1,0.94678,-0.50311,-0.558362,1.41311,1.73879,0,0.00228086,-0.0111985,-0.0389893,0.221701,0.218763,-2.82956,2.91548,0.211429
16.1,1.5862,2.05835,0.873107,0.734642,1,0.947082,-0.573107,-0.673845,1.3862,1.69566,0,-0.00514976,-0.0123035,-0.0360285,0.229223,0.223371,-2.77956,2.9747,0.212242
16.15,1.55582,2.03499,0.941672,0.831364,1,0.946972,-0.641672,-0.716511,1.35582,1.68187,0,-0.00386398,-0.0106606,-0.0393048,0.224083,0.221877,-2.72956,3.02413,0.212445
16.2,1.52206,2.00484,1.00863,0.932815,1,0.946352,-0.708633,-0.848423,1.32206,1.61438,0,-0.015081,-0.0106447,-0.0376078,0.226948,0.224783,-2.67956,3.0805,0.213229
16.25,1.48499,1.97378,1.07382,1.0206,1,0.945835,-0.773823,-0.890868,1.28499,1.59047,0,-0.0133306,-0.0086558,-0.0350065,0.220632,0.226164,-2.62956,3.12862,0.213629
16.3,1.44471,1.93853,1.13708,1.1067,1,0.945335,-0.837078,-0.979238,1.24471,1.52875,0,-0.00963307,-0.00710761,-0.033535,0.227527,0.222777,-2.57956,-3.10582,0.21399
16.35,1.40132,1.90734,1.19824,1.17401,1,0.94474,-0.898242,-1.02457,1.20132,1.50502,0,-0.007749,-0.00699224,-0.0360162,0.226297,0.223446,-2.52956,-3.06684,0.213171
16.4,1.35492,1.8558,1.25716,1.27257,1,0.944116,-0.95716,-1.13501,1.15492,1.41119,0,-0.0073177,-0.00886516,-0.0374518,0.229292,0.22197,-2.47956,-3.00917,0.213929
16.45,1.30564,1.80831,1.31369,1.35207,1,0.943314,-1.01369,-1.20371,1.10564,1.35189,0,-0.00190828,-0.00856599,-0.0314954,0.226836,0.224615,-2.42956,-2.95798,0.213501
16.5,1.2536,1.74649,1.36768,1.44441,1,0.942642,-1.06768,-1.25485,1.0536,1.31184,0,-0.003619,-0.00748228,-0.0252719,0.222138,0.228319,-2.37956,-2.89884,0.213102
16.55,1.19892,1.69089,1.419,1.51852,1,0.94194,-1.119,-1.33976,0.998917,1.21577,0,-0.00410451,-0.00655704,-0.0261754,0.225044,0.235512,-2.32956,-2.84974,0.213516
16.6,1.14174,1.63145,1.46753,1.5898,1,0.941519,-1.16753,-1.38034,0.941742,1.18067,0,-0.00831985,-0.00616231,-0.0299221,0.221619,0.23017,-2.27956,-2.7996,0.214015
16.65,1.08221,1.58578,1.51314,1.64007,1,0.940728,-1.21314,-1.44306,0.882213,1.09546,0,-0.00693689,-0.0045479,-0.0262547,0.225173,0.22506,-2.22956,-2.76619,0.21406
16.7,1.02048,1.50703,1.55571,1.71872,1,0.939735,-1.25571,-1.48962,0.820479,1.0374,0,-0.0146577,-0.00449873,-0.0350687,0.221341,0.229915,-2.17956,-2.7054,0.214734
16.75,0.956694,1.43339,1.59515,1.78478,1,0.938045,-1.29515,-1.55484,0.756694,0.932998,0,-0.0197249,-0.00609745,-0.0321279,0.22444,0.22733,-2.12956,-2.65511,0.215577
16.8,0.891018,1.36122,1.63135,1.84311,1,0.936531,-1.33135,-1.58424,0.691018,0.884093,0,-0.0232419,-0.00626727,-0.0292108,0.22073,0.224228,-2.07956,-2.60594,0.216292
16.85,0.823614,1.28128,1.66422,1.90143,1,0.934944,-1.36422,-1.63605,0.623614,0.792837,0,-0.0190183,-0.00626225,-0.0272015,0.218556,0.22542,-2.02956,-2.55168,0.215845
16.9,0.754652,1.19286,1.69369,1.95882,1,0.933493,-1.39369,-1.66418,0.554652,0.721446,0,-0.0202475,-0.00478348,-0.0313544,0.220957,0.22128,-1.97956,-2.49795,0.216211
16.95,0.684304,1.13959,1.71966,1.99051,1,0.93253,-1.41966,-1.71799,0.484304,0.618795,0,-0.0174303,-0.00453126,-0.0253129,0.230193,0.229532,-1.92956,-2.46492,0.216037
17,0.612745,1.02981,1.7421,2.0484,1,0.930524,-1.4421,-1.73727,0.412745,0.546229,0,-0.0163387,-0.00472601,-0.024121,0.219678,0.22738,-1.87956,-2.39908,0.216117
17.05,0.540154,0.945031,1.76092,2.0873,1,0.929821,-1.46092,-1.76925,0.340154,0.451347,0,-0.0076156,-0.00334281,-0.0256038,0.231806,0.227315,-1.82956,-2.34729,0.215713
17.1,0.466714,0.858406,1.7761,2.12222,1,0.92942,-1.4761,-1.79456,0.266714,0.352836,0,-0.00512477,-0.00621854,-0.0238302,0.227095,0.225717,-1.77956,-2.30333,0.214858
17.15,0.392606,0.770367,1.78758,2.15297,1,0.928708,-1.48758,-1.79859,0.192606,0.293628,0,-0.00451862,-0.00522018,-0.0233799,0.224366,0.228282,-1.72956,-2.25349,0.214753
17.2,0.318017,0.674665,1.79535,2.18092,1,0.928356,-1.49535,-1.81896,0.118017,0.163271,0,0.00167577,-0.00597959,-0.029842,0.229391,0.228481,-1.67956,-2.2002,0.214428
17.25,0.243133,0.608477,1.79938,2.19781,1,0.927682,-1.49938,-1.82859,0.043133,0.110496,0,0.0025642,-0.00677608,-0.0205348,0.224874,0.231327,-1.62956,-2.16332,0.214287
17.3,0.168142,0.486509,1.79966,2.22225,1,0.927193,-1.49966,-1.83349,-0.031858,0.00845571,0,0.00570035,-0.00480116,-0.00776606,0.232224,0.23971,-1.57956,-2.0994,0.214654
17.35,0.09323,0.393911,1.79619,2.23558,1,0.926922,-1.49619,-1.83406,-0.10677,-0.0620512,0,0.0043794,-0.00583686,-0.00753054,0.226981,0.236962,-1.52956,-2.05107,0.214667
17.4,0.018585,0.29441,1.78899,2.24485,1,0.926791,-1.48899,-1.8252,-0.181415,-0.176507,0,0.00750091,-0.00311756,-0.00920539,0.23568,0.234318,-1.47956,-1.9985,0.213909
17.45,-0.055607,0.29441,1.77806,2.24485,1,0.926791,-1.47806,-1.81744,-0.255607,-0.234933,0,0.00442174,0.00296069,-0.00920539,0.224731,0.234318,-1.43956,-1.9985,0.214282
17.5,-0.12916,0.29441,1.76344,2.24485,1,0.926791,-1.46344,-1.80375,-0.32916,-0.33367,0,0.00447815,0.0243823,-0.00920539,0.222075,0.234318,-1.37956,-1.9985,0.214275
17.55,-0.20189,0.0390383,1.74516,2.24594,1,0.925737,-1.44516,-1.76982,-0.40189,-0.454041,0,0.0122103,-0.00471483,0.0131938,0.22908,0.241249,-1.32956,-1.86843,0.214309
17.6,-0.273616,-0.0979439,1.72327,2.23275,1,0.92654,-1.42327,-1.76954,-0.473616,-0.507066,0,0.0107545,-0.00650906,0.0106334,0.232044,0.234624,-1.27956,-1.80041,0.213374
17.65,-0.344157,-0.19071,1.69782,2.21821,1,0.926469,-1.39782,-1.7253,-0.544157,-0.6202,0,0.0184983,-0.00489755,-0.000673187,0.236009,0.232641,-1.22956,-1.75224,0.213056
17.7,-0.413339,-0.282875,1.66887,2.19935,1,0.926924,-1.36887,-1.71245,-0.613339,-0.676576,0,0.016699,-0.00378853,-0.00217966,0.23411,0.231166,-1.17956,-1.70287,0.21274
17.75,-0.480988,-0.368144,1.63651,2.17768,1,0.927509,-1.33651,-1.66558,-0.680988,-0.784831,0,0.0155601,-0.00148162,-0.000491609,0.238471,0.230881,-1.12956,-1.65818,0.21247
17.8,-0.546934,-0.464332,1.6008,2.14822,1,0.927657,-1.3008,-1.63732,-0.746934,-0.836682,0,0.0126338,-0.00643017,-0.00417872,0.236596,0.232527,-1.07956,-1.60354,0.213076
17.85,-0.611014,-0.523422,1.56185,2.12747,1,0.92758,-1.26185,-1.58266,-0.811014,-0.940459,0,0.00347132,-0.00273865,-0.00727736,0.239735,0.235628,-1.02956,-1.57334,0.213957
17.9,-0.673066,-0.651112,1.51974,2.075,1,0.927206,-1.21974,-1.5506,-0.873066,-0.989105,0,-6.21407e-05,-0.00364325,-0.00806327,0.236789,0.227547,-0.979556,-1.50316,0.214661
17.95,-0.732937,-0.741289,1.47458,2.03111,1,0.927152,-1.17458,-1.48401,-0.932937,-1.09308,0,0.00338128,-0.00280874,-0.010519,0.241182,0.22841,-0.929556,-1.44975,0.214538
18,-0.790475,-0.823683,1.42648,1.98564,1,0.927141,-1.12648,-1.43184,-0.990475,-1.15177,0,0.00381594,-0.00274302,-0.0153112,0.234322,0.235649,-0.879556,-1.39815,0.214374
18.05,-0.845538,-0.898255,1.37557,1.93979,1,0.927109,-1.07557,-1.36269,-1.04554,-1.23375,0,0.000955713,-0.00148213,-0.0145776,0.242877,0.238618,-0.829556,-1.35561,0.214586
18.1,-0.897987,-0.975452,1.32197,1.8868,1,0.927095,-1.02197,-1.30762,-1.09799,-1.27978,0,0.00522657,0.000671605,-0.0160636,0.235643,0.239954,-0.779556,-1.30695,0.214281
18.15,-0.947692,-1.03062,1.26582,1.8455,1,0.927162,-0.965817,-1.22875,-1.14769,-1.35603,0,0.00368178,0.00037653,-0.0185061,0.231767,0.243008,-0.729556,-1.27121,0.214809
18.2,-0.994529,-1.12105,1.20725,1.76989,1,0.927261,-0.907249,-1.12665,-1.19453,-1.44144,0,0.0118452,-0.000875837,-0.0156953,0.236899,0.241308,-0.679556,-1.21361,0.214122
18.25,-1.03838,-1.20657,1.14641,1.68849,1,0.928118,-0.846414,-1.08627,-1.23838,-1.46742,0,0.0142971,0.000998056,-0.0167216,0.233799,0.241975,-0.629556,-1.15305,0.213455
18.3,-1.07913,-1.26984,1.08346,1.62081,1,0.928745,-0.783463,-0.970569,-1.27913,-1.53931,0,0.016785,0.000989527,-0.0182277,0.236624,0.241383,-0.579556,-1.1029,0.21336
18.35,-1.11669,-1.32992,1.01855,1.54992,1,0.929526,-0.718554,-0.929815,-1.31669,-1.56851,0,0.0174595,0.00484683,-0.0100173,0.233045,0.242189,-0.529556,-1.05625,0.21282
18.4,-1.15096,-1.3824,0.951848,1.48134,1,0.930327,-0.651848,-0.813682,-1.35096,-1.62722,0,0.0175381,0.00549306,-0.00747754,0.235497,0.240071,-0.479556,-1.01112,0.212821
18.45,-1.18185,-1.41775,0.883514,1.43066,1,0.93064,-0.583514,-0.758552,-1.38185,-1.65186,0,0.0170691,0.00816918,-0.00500256,0.230873,0.240103,-0.429556,-0.977871,0.212545
18.5,-1.20929,-1.4868,0.813721,1.32067,1,0.932143,-0.513721,-0.641379,-1.40929,-1.70724,0,0.0198374,0.00446841,-0.00293842,0.238996,0.238693,-0.379556,-0.9027,0.21217
18.55,-1.2332,-1.52818,0.742644,1.24435,1,0.932993,-0.442644,-0.592073,-1.4332,-1.72513,0,0.0209349,0.00436602,-0.00445577,0.231576,0.240232,-0.329556,-0.857219,0.211647
18.6,-1.25353,-1.57868,0.67046,1.13803,1,0.934317,-0.37046,-0.46459,-1.45353,-1.76669,0,0.0203029,0.0049151,-0.0022936,0.237411,0.23677,-0.279556,-0.796804,0.211794
18.65,-1.27023,-1.61153,0.597351,1.05749,1,0.935231,-0.297351,-0.421892,-1.47023,-1.78954,0,0.0174854,0.00575969,-0.00539651,0.230064,0.23494,-0.229556,-0.75005,0.211712
18.7,-1.28326,-1.64462,0.523499,0.963627,1,0.935967,-0.223499,-0.315853,-1.48326,-1.81435,0,0.0184049,0.00493705,-0.00289658,0.23307,0.236308,-0.179556,-0.699097,0.211447
18.75,-1.29257,-1.67124,0.449087,0.874103,1,0.936574,-0.149087,-0.192298,-1.49257,-1.83164,0,0.0142369,0.00566393,-0.000412133,0.227927,0.235396,-0.129556,-0.650002,0.212324
18.8,-1.29816,-1.69206,0.374303,0.789254,1,0.937102,-0.074303,-0.116587,-1.49816,-1.84774,0,0.0117544,-0.000284766,-0.00281571,0.221528,0.235046,-0.079556,-0.604048,0.21212
18.85,-1.3,-1.71119,0.299334,0.691155,1,0.937605,0.000666,-0.0078135,-1.5,-1.85497,0,0.0165899,0.00314719,0.00667308,0.227965,0.230373,-0.029556,-0.551453,0.211678
18.9,-1.29809,-1.72472,0.224366,0.597959,1,0.938606,0.075634,0.0677678,-1.49809,-1.85424,0,0.0162484,0.000144717,0.0033245,0.221228,0.228805,0.020444,-0.501988,0.21108
18.95,-1.29244,-1.73467,0.149587,0.485334,1,0.939919,0.150413,0.186425,-1.49244,-1.85606,0,0.0238231,0.00101409,0.000877975,0.226423,0.226368,0.070444,-0.443798,0.209977
19,-1.28306,-1.73811,0.075184,0.391092,1,0.941312,0.224816,0.241308,-1.48306,-1.84337,0,0.0264061,0.000318195,-0.0027609,0.223854,0.225496,0.120444,-0.395247,0.209406
19.05,-1.26997,-1.73705,0.001343,0.296642,1,0.942621,0.298657,0.346774,-1.46997,-1.82993,0,0.0272429,0.0013396,0.00469915,0.231714,0.225369,0.170444,-0.34478,0.209414
19.1,-1.2532,-1.73172,-0.071751,0.202265,1,0.944169,0.371751,0.412595,-1.4532,-1.81915,0,0.0253143,-0.000189229,-0.00051103,0.225388,0.22536,0.220444,-0.297103,0.209144
19.15,-1.23281,-1.72188,-0.143917,0.108295,1,0.945534,0.443917,0.534553,-1.43281,-1.78831,0,0.0230322,-0.00452619,0.00150154,0.233335,0.231488,0.270444,-0.245843,0.209212
19.2,-1.20883,-1.70756,-0.214972,0.0148118,1,0.946808,0.514972,0.583807,-1.40883,-1.78584,0,0.0198432,-0.00580758,-0.00148445,0.226759,0.230371,0.320444,-0.196785,0.209724
19.25,-1.18133,-1.6902,-0.284741,-0.0718926,1,0.947718,0.584741,0.687496,-1.38133,-1.75197,0,0.0111485,-0.00496282,-0.00327803,0.222036,0.23007,0.370444,-0.153132,0.210608
19.3,-1.15038,-1.66031,-0.353048,-0.188191,1,0.948544,0.653048,0.801366,-1.35038,-1.6968,0,0.00351311,-0.00591713,-0.00461774,0.224806,0.230044,0.420444,-0.0926694,0.211015
19.35,-1.11605,-1.63172,-0.419723,-0.278602,1,0.948991,0.719723,0.867111,-1.31605,-1.67439,0,-0.00292042,-0.0028448,-0.00987284,0.217481,0.229941,0.470444,-0.0442789,0.212155
19.4,-1.07844,-1.59884,-0.484599,-0.367659,1,0.949356,0.784599,0.961699,-1.27844,-1.62034,0,-0.000118544,-0.00408248,-0.0104353,0.224282,0.227549,0.520444,0.00352219,0.212193
19.45,-1.03763,-1.56154,-0.547513,-0.454851,1,0.949631,0.847513,1.02382,-1.23763,-1.57562,0,-0.00306908,-0.00572498,-0.0111653,0.233507,0.224267,0.570444,0.0526575,0.211556
19.5,-0.993722,-1.52039,-0.60831,-0.540283,1,0.950113,0.90831,1.10817,-1.19372,-1.51762,0,-0.0102682,-0.00847124,-0.00994966,0.228054,0.221674,0.620444,0.102577,0.211692
19.55,-0.946834,-1.4754,-0.666836,-0.623309,1,0.950193,0.966836,1.15798,-1.14683,-1.47201,0,-0.0125049,-0.00702714,-0.0128642,0.220478,0.219214,0.670444,0.147858,0.212743
19.6,-0.897079,-1.41622,-0.722945,-0.720142,1,0.949981,1.02294,1.24056,-1.09708,-1.4037,0,-0.0195794,-0.00873787,-0.0122594,0.227314,0.218558,0.720444,0.20698,0.213573
19.65,-0.844582,-1.36973,-0.776498,-0.787631,1,0.949678,1.0765,1.2853,-1.04458,-1.3749,0,-0.0240909,-0.00485454,-0.0178581,0.22337,0.213281,0.770444,0.252655,0.214028
19.7,-0.789474,-1.30572,-0.82736,-0.873143,1,0.949357,1.12736,1.3661,-0.989474,-1.28662,0,-0.0326862,-0.00650687,-0.0146063,0.226922,0.212978,0.820444,0.306807,0.214507
19.75,-0.731893,-1.24507,-0.875404,-0.945437,1,0.948627,1.1754,1.41656,-0.931893,-1.23257,0,-0.0372418,-0.00716231,-0.0160134,0.220485,0.210812,0.870444,0.355045,0.215823
19.8,-0.671983,-1.1811,-0.920511,-1.01492,1,0.948147,1.22051,1.48368,-0.871983,-1.14841,0,-0.0357351,-0.0041276,-0.0168091,0.228223,0.210255,0.920444,0.405756,0.215354
19.85,-0.609893,-1.1187,-0.962566,-1.07667,1,0.947593,1.26257,1.50866,-0.809893,-1.09957,0,-0.0384261,-0.00817932,-0.0138372,0.225658,0.213016,0.970444,0.452128,0.215816
19.9,-0.545779,-1.04382,-1.00147,-1.14368,1,0.94706,1.30147,1.5814,-0.745779,-1.0043,0,-0.044234,-0.0092879,-0.015331,0.219624,0.206523,1.02044,0.504267,0.216626
19.95,-0.4798,-0.955773,-1.03711,-1.21428,1,0.946982,1.33711,1.60095,-0.6798,-0.950504,0,-0.041344,-0.00213677,-0.018639,0.226247,0.204502,1.07044,0.562875,0.216197
20,-0.412123,-0.879675,-1.06942,-1.26911,1,0.946606,1.36942,1.6646,-0.612123,-0.846316,0,-0.0367692,-0.00773381,-0.0102721,0.221834,0.207786,1.12044,0.611833,0.215819
20.05,-0.342916,-0.800753,-1.0983,-1.32015,1,0.947043,1.3983,1.7075,-0.542916,-0.730181,0,-0.0328782,-0.00533803,-0.016045,0.228997,0.206676,1.17044,0.66116,0.215842
20.1,-0.272351,-0.719364,-1.12369,-1.3669,1,0.94753,1.42369,1.73973,-0.472351,-0.681644,0,-0.0350459,-0.00749979,-0.0256057,0.223294,0.208234,1.22044,0.712693,0.215226
20.15,-0.200606,-0.635916,-1.14552,-1.41006,1,0.947609,1.44552,1.77596,-0.400606,-0.559014,0,-0.0343715,-0.00766513,-0.0223901,0.230643,0.206883,1.27044,0.760955,0.215641
