time,ref_x,x,ref_y,y,ref_z,z,ref_u,u,ref_v,v,ref_w,w,ref_phi,phi,ref_theta,theta,ref_psi,psi,thrust
6.4,4.96593,3.94938,0.578775,0.0952039,1,0.812103,-0.582746,0.383068,4.86416,2.4132,0,0.108314,0.14194,-0.0182582,-0.393949,-0.357592,0,0.0107373,0.602888
6.45,4.93059,3.96854,0.818686,0.258896,1,0.81542,-0.830211,0.148178,4.7243,2.35171,0,0.0629831,0.192897,0.0278264,-0.425178,-0.364183,-7.61708e-18,0.00867773,0.608082
6.5,4.88294,3.97195,1.05042,0.334112,1,0.816202,-1.0756,0.0368429,4.53723,2.31048,0,0.0457711,0.218762,0.0585307,-0.409543,-0.368128,7.56445e-18,0.00750667,0.615354
6.55,4.82308,3.96862,1.27165,0.47104,1,0.816482,-1.3183,-0.177547,4.30483,2.21158,0,0.0220244,0.252326,0.108878,-0.421189,-0.379593,0,0.00561869,0.620653
6.6,4.75116,3.95915,1.48018,0.558591,1,0.816061,-1.55771,-0.323339,4.02942,2.12905,0,0.00985019,0.267106,0.141344,-0.398007,-0.386258,0,0.00461209,0.630236
6.65,4.66737,3.9338,1.67392,0.682994,1,0.815017,-1.79322,-0.54788,3.71375,1.98067,0,0.00143025,0.297798,0.190043,-0.40756,-0.397044,7.55796e-18,0.0030163,0.636877
6.7,4.57192,3.90929,1.85094,0.760549,1,0.814434,-2.02425,-0.701954,3.36097,1.86508,0,0.00491414,0.315046,0.215229,-0.388998,-0.401696,0,0.00248156,0.645982
6.75,4.46503,3.85536,2.00946,0.882302,1,0.812482,-2.25022,-0.966306,2.9746,1.64238,0,0.0221366,0.365309,0.250531,-0.421134,-0.403024,-1.52064e-17,0.00312571,0.659295
6.8,4.34699,3.7877,2.14791,0.981785,1,0.812754,-2.47057,-1.21818,2.55852,1.40172,0,0.0604874,0.364897,0.288917,-0.389592,-0.403734,0,0.0038113,0.65911
6.85,4.21808,3.74263,2.26489,1.03074,1,0.813989,-2.68474,-1.35955,2.11687,1.2535,0,0.0855531,0.361094,0.311596,-0.357671,-0.405481,-7.40769e-18,0.00369655,0.65605
6.9,4.07863,3.63675,2.35924,1.11149,1,0.819941,-2.8922,-1.6373,1.65407,0.935758,0,0.138235,0.440037,0.33966,-0.423442,-0.403699,0,0.00508499,0.686825
6.95,3.92898,3.59019,2.43002,1.13658,1,0.823425,-3.09243,-1.74342,1.17475,0.805553,0,0.162361,0.439421,0.35428,-0.400865,-0.400343,1.50727e-17,0.00661041,0.68306
7,3.76951,3.47233,2.47652,1.17959,1,0.834525,-3.28493,-1.98105,0.683686,0.497619,0,0.220558,0.460086,0.376043,-0.415945,-0.395638,0,0.0086194,0.692401
7.05,3.60062,3.41605,2.49827,1.19216,1,0.840578,-3.46922,-2.08326,0.185792,0.357065,0,0.250043,0.442809,0.389371,-0.388544,-0.392588,-1.49955e-17,0.00957352,0.684719
7.1,3.42273,3.25822,2.49507,1.20788,1,0.858905,-3.64485,-2.33637,-0.313959,-0.00958203,0,0.315391,0.439531,0.408193,-0.380524,-0.391178,-1.49469e-17,0.00951093,0.684978
7.15,3.23629,3.19204,2.46693,1.20885,1,0.866258,-3.81135,-2.43161,-0.810572,-0.151831,0,0.338582,0.422113,0.41543,-0.358063,-0.388315,-1.48176e-17,0.0101742,0.679142
7.2,3.04176,3.0203,2.41414,1.1934,1,0.887048,-3.96834,-2.65196,-1.29909,-0.494175,0,0.387862,0.427291,0.418752,-0.367154,-0.380572,-1.48687e-17,0.0123413,0.685542
7.25,2.83962,2.91235,2.33724,1.17293,1,0.901158,-4.1154,-2.77329,-1.77462,-0.69,0,0.414364,0.378327,0.417721,-0.317709,-0.373789,7.30445e-18,0.0139701,0.661365
7.3,2.63039,2.72965,2.23698,1.12314,1,0.92668,-4.25218,-2.95745,-2.23242,-0.995666,0,0.457977,0.375134,0.413744,-0.325323,-0.363946,-7.323e-18,0.0157127,0.663517
7.35,2.41458,2.52327,2.11437,1.04936,1,0.95627,-4.37833,-3.13135,-2.66792,-1.29257,0,0.478254,0.333856,0.396151,-0.298134,-0.346895,7.25912e-18,0.0186653,0.649472
7.4,2.19274,2.42214,1.97063,1.00743,1,0.970837,-4.49354,-3.20733,-3.07676,-1.42337,0,0.488822,0.31477,0.389267,-0.2888,-0.341525,0,0.0195914,0.641409
7.45,1.96541,2.19962,1.8072,0.905133,1,1.00255,-4.59752,-3.35059,-3.45486,-1.67113,0,0.486729,0.265604,0.358054,-0.255314,-0.321237,-7.17136e-18,0.0213832,0.620476
7.5,1.73318,2.09073,1.62572,0.852731,1,1.01736,-4.69,-3.41098,-3.79844,-1.77368,0,0.479448,0.22217,0.347813,-0.252068,-0.314822,0,0.0219317,0.613171
7.55,1.49661,1.85263,1.42799,0.732813,1,1.04724,-4.77076,-3.51976,-4.10407,-1.9586,0,0.443669,0.204064,0.301215,-0.239889,-0.286786,-3.57173e-18,0.0237419,0.603571
7.6,1.2563,1.73842,1.216,0.671583,1,1.06049,-4.8396,-3.5635,-4.36869,-2.03251,0,0.424355,0.152773,0.28867,-0.19947,-0.280036,-1.76982e-18,0.0238129,0.583427
7.65,1.01285,1.49155,0.991851,0.534185,1,1.08599,-4.89634,-3.64268,-4.58965,-2.15935,0,0.361328,0.132822,0.237251,-0.198248,-0.256575,-1.76938e-18,0.0221389,0.578881
7.7,0.766869,1.38851,0.757796,0.475125,1,1.09514,-4.94084,-3.6704,-4.76476,-2.19986,0,0.329423,0.0675933,0.223437,-0.190717,-0.249661,8.83379e-19,0.0217651,0.570599
7.75,0.518972,1.12076,0.516169,0.317705,1,1.1136,-4.97299,-3.72579,-4.89227,-2.27654,0,0.229975,0.0486006,0.167503,-0.16554,-0.219914,0,0.0199077,0.564244
7.8,0.269777,1.00073,0.269384,0.245931,1,1.11956,-4.99272,-3.74425,-4.97089,-2.29893,0,0.182982,-0.011066,0.152998,-0.152776,-0.212876,0,0.0192118,0.558629
7.85,0.019908,0.744086,0.019908,0.0914514,1,1.12704,-4.99996,-3.77183,-4.99984,-2.32217,0,0.0710212,-0.0563933,0.0903432,-0.130974,-0.185603,0,0.0156106,0.556265
7.9,-0.230011,0.621887,-0.229767,0.0191191,1,1.12671,-4.99471,-3.78035,-4.97884,-2.32206,0,0.0148734,-0.0897951,0.0755119,-0.122295,-0.178811,0,0.014655,0.557106
7.95,-0.479354,0.360678,-0.477146,-0.133243,1,1.11875,-4.97697,-3.78861,-4.90809,-2.30046,0,-0.109558,-0.118334,0.0164211,-0.0955301,-0.153273,0,0.010773,0.564093
8,-0.7275,0.130732,-0.719758,-0.266684,1,1.10536,-4.94679,-3.78599,-4.7883,-2.25796,0,-0.217284,-0.15102,-0.0306195,-0.086543,-0.135103,-1.74124e-18,0.00755188,0.567835
8.05,-0.973827,-0.0221272,-0.955179,-0.354321,1,1.09323,-4.90425,-3.77975,-4.62066,-2.21805,0,-0.284591,-0.182049,-0.0604992,-0.0637622,-0.122601,8.69128e-19,0.00528113,0.579919
8.1,-1.21772,-0.250405,-1.18105,-0.482742,1,1.07057,-4.84945,-3.76185,-4.40686,-2.13914,0,-0.379089,-0.233756,-0.101921,-0.0567867,-0.104232,0,0.00171658,0.584958
8.15,-1.45857,-0.401684,-1.39513,-0.56576,1,1.05249,-4.78253,-3.74459,-4.14903,-2.0759,0,-0.434318,-0.252708,-0.129334,-0.0340479,-0.0921068,0,-0.000565318,0.601115
8.2,-1.69577,-0.656794,-1.59527,-0.700811,1,1.01753,-4.70365,-3.70743,-3.84974,-1.94501,0,-0.513859,-0.285444,-0.174494,-0.0251327,-0.0749364,4.33818e-19,-0.00355779,0.607609
8.25,-1.92874,-0.7757,-1.77946,-0.761274,1,0.999652,-4.61302,-3.68548,-3.51199,-1.87226,0,-0.544413,-0.304883,-0.202436,-0.00178088,-0.0637373,5.42102e-20,-0.00556742,0.626607
8.3,-2.15688,-1.0272,-1.94588,-0.879195,1,0.957668,-4.51086,-3.6318,-3.13914,-1.69468,0,-0.588748,-0.390393,-0.239495,0.012675,-0.0463053,0,-0.00861241,0.637956
8.35,-2.37964,-1.14401,-2.09285,-0.93052,1,0.937413,-4.39742,-3.60138,-2.73493,-1.59995,0,-0.598432,-0.370967,-0.264323,0.0321495,-0.0339849,0,-0.01057,0.652778
8.4,-2.59644,-1.38859,-2.21892,-1.0291,1,0.894157,-4.27299,-3.52696,-2.30339,-1.37269,0,-0.598265,-0.397164,-0.307671,0.045865,-0.0152265,0,-0.0130332,0.660689
8.45,-2.80676,-1.5016,-2.32281,-1.07016,1,0.874342,-4.13789,-3.48682,-1.84884,-1.2524,0,-0.588687,-0.429519,-0.33473,0.0714024,-0.00263686,0,-0.0146755,0.680718
8.5,-3.01006,-1.70971,-2.40349,-1.13654,1,0.838329,-3.99244,-3.40207,-1.37582,-1.00859,0,-0.55823,-0.449691,-0.365873,0.0871893,0.0160944,3.48268e-18,-0.0172139,0.688091
8.55,-3.20584,-1.84531,-2.46016,-1.17257,1,0.815739,-3.83701,-3.33803,-0.889045,-0.833682,0,-0.523914,-0.442545,-0.38058,0.106544,0.0286566,-3.48923e-18,-0.0188286,0.695774
8.6,-3.3936,-2.04347,-2.49225,-1.21336,1,0.784805,-3.67198,-3.23239,-0.393391,-0.555797,0,-0.458791,-0.448784,-0.401871,0.129615,0.0477501,6.99759e-18,-0.0207226,0.701419
8.65,-3.57288,-2.2603,-2.49944,-1.23851,1,0.755107,-3.49779,-3.09784,0.106194,-0.223881,0,-0.367495,-0.43961,-0.41705,0.141404,0.066988,0,-0.0219761,0.700837
8.7,-3.74323,-2.38404,-2.48165,-1.24185,1,0.740644,-3.31485,-3.01169,0.604718,-0.0215669,0,-0.308584,-0.415325,-0.429266,0.160273,0.0821261,0,-0.0229361,0.695694
8.75,-3.90423,-2.57404,-2.43906,-1.23076,1,0.722736,-3.12362,-2.86234,1.0972,0.307974,0,-0.209408,-0.432906,-0.43734,0.184691,0.101771,0,-0.0241109,0.701906
8.8,-4.05546,-2.67658,-2.37211,-1.2153,1,0.715421,-2.92459,-2.77144,1.57872,0.492579,0,-0.154124,-0.381752,-0.439806,0.191181,0.116156,7.06766e-18,-0.024819,0.685502
8.85,-4.19656,-2.84996,-2.28146,-1.1722,1,0.707672,-2.71824,-2.60038,2.04446,0.812673,0,-0.0593564,-0.383428,-0.436551,0.210487,0.138632,-7.0955e-18,-0.026128,0.686192
8.9,-4.32718,-2.94258,-2.168,-1.13914,1,0.705749,-2.5051,-2.49928,2.48978,0.985316,0,-0.0111612,-0.362532,-0.42979,0.248107,0.152834,-7.15808e-18,-0.0265207,0.680722
8.95,-4.44697,-3.09761,-2.03289,-1.066,1,0.706709,-2.28571,-2.31134,2.91022,1.27306,0,0.0719079,-0.352784,-0.41127,0.270621,0.172871,0,-0.0261428,0.677734
9,-4.55565,-3.16159,-1.87747,-1.02839,1,0.70873,-2.06059,-2.22634,3.30158,1.39073,0,0.104053,-0.307921,-0.399766,0.283974,0.188012,7.22839e-18,-0.0262236,0.662696
9.05,-4.65294,-3.31489,-1.70328,-0.917749,1,0.717846,-1.83033,-1.99943,3.65996,1.66626,0,0.170969,-0.278133,-0.37422,0.296093,0.211691,0,-0.0258938,0.653891
9.1,-4.73861,-3.37022,-1.51208,-0.869785,1,0.722659,-1.59549,-1.90886,3.98176,1.76256,0,0.192348,-0.230061,-0.35734,0.305847,0.224376,-7.27658e-18,-0.0252629,0.639172
9.15,-4.81243,-3.49366,-1.30577,-0.742936,1,0.736365,-1.35667,-1.68532,4.26378,1.96733,0,0.22436,-0.195867,-0.324812,0.331431,0.245159,0,-0.024029,0.632858
9.2,-4.87422,-3.60733,-1.08641,-0.595072,1,0.752377,-1.11445,-1.44534,4.5032,2.13963,0,0.238608,-0.142404,-0.272173,0.320013,0.267746,3.65501e-18,-0.0209006,0.616423
9.25,-4.92383,-3.65222,-0.856202,-0.525715,1,0.759642,-0.869447,-1.33845,4.69762,2.20138,0,0.23835,-0.113472,-0.255121,0.341305,0.275098,0,-0.0201443,0.611781
9.3,-4.96113,-3.73617,-0.617434,-0.372765,1,0.774458,-0.622272,-1.11037,4.84511,2.29993,0,0.221028,-0.0567818,-0.198044,0.350092,0.294395,0,-0.0168933,0.602399
9.35,-4.98603,-3.77022,-0.372498,-0.298773,1,0.780959,-0.373541,-1.00271,4.94419,2.33221,0,0.206493,-0.0184034,-0.182374,0.335595,0.298757,9.18607e-19,-0.0159488,0.595671
9.4,-4.99847,-3.83118,-0.123839,-0.138923,1,0.792203,-0.123877,-0.77506,4.99386,2.37253,0,0.168176,0.0157114,-0.117781,0.354016,0.317136,0,-0.012518,0.594746
9.45,-4.99841,-3.8542,0.126057,-0.0616829,1,0.796583,0.126097,-0.666817,4.99364,2.37912,0,0.148753,0.0649171,-0.101698,0.361449,0.321844,0,-0.0117601,0.594729
9.5,-4.98586,-3.89125,0.374693,0.103691,1,0.803576,0.375756,-0.433686,4.94352,2.36724,0,0.103843,0.0923753,-0.0376585,0.375382,0.337532,3.72911e-18,-0.00880318,0.596764
9.55,-4.96085,-3.90321,0.619586,0.180559,1,0.805844,0.624475,-0.322887,4.84401,2.34932,0,0.0826575,0.128368,-0.0214099,0.357646,0.341447,0,-0.00814635,0.59947
9.6,-4.92344,-3.91673,0.858287,0.341144,1,0.80855,0.871634,-0.0842845,4.6961,2.2858,0,0.0414423,0.155076,0.0421488,0.370538,0.355684,3.72205e-18,-0.00567916,0.604011
9.65,-4.87372,-3.91757,1.08841,0.405714,1,0.808846,1.11661,0.0149821,4.50127,2.25061,0,0.0263447,0.227289,0.057057,0.399239,0.357642,0,-0.00522179,0.614436
9.7,-4.81182,-3.90699,1.30766,0.565851,1,0.807717,1.3588,0.270974,4.26146,2.13234,0,-0.00654882,0.266326,0.115188,0.413206,0.364329,0,-0.0037474,0.622427
9.75,-4.7379,-3.89636,1.51385,0.633859,1,0.806631,1.5976,0.385906,3.97907,2.06735,0,-0.0139295,0.288549,0.132614,0.396804,0.366389,7.52346e-18,-0.00337645,0.629384
9.8,-4.65213,-3.86136,1.70491,0.7706,1,0.803901,1.8324,0.637166,3.65693,1.9003,0,-0.0176961,0.308488,0.193988,0.380397,0.378287,7.47309e-18,-0.00168195,0.63942
9.85,-4.55474,-3.80786,1.87893,0.895408,1,0.799972,2.06262,0.895118,3.29825,1.69531,0,-0.0101271,0.358126,0.235215,0.408352,0.38349,1.51211e-17,-0.00128691,0.651733
9.9,-4.44596,-3.77661,2.03418,0.948882,1,0.798679,2.28768,1.01938,2.90661,1.58661,0,0.00227644,0.360375,0.259716,0.379782,0.384392,0,-0.00173378,0.65565
9.95,-4.32606,-3.70728,2.16911,1.03912,1,0.797376,2.50703,1.25373,2.48593,1.36155,0,0.0355485,0.385634,0.298504,0.386473,0.388499,0,-0.00194877,0.661661
10,-4.19536,-3.65334,2.28236,1.09128,1,0.79781,2.72011,1.40991,2.04041,1.19623,0,0.0620179,0.376326,0.320942,0.35301,0.389592,0,-0.00243801,0.661282
10.05,-4.05417,-3.56091,2.37281,1.1565,1,0.800691,2.92639,1.64025,1.57451,0.933601,0,0.104371,0.407412,0.345505,0.368279,0.386416,-1.48752e-17,-0.00454099,0.670423
10.1,-3.90284,-3.49171,2.43955,1.19086,1,0.804148,3.12535,1.79269,1.09287,0.747154,0,0.143358,0.412476,0.361448,0.355924,0.383005,0,-0.00614731,0.670864
10.15,-3.74176,-3.36027,2.48192,1.23154,1,0.814079,3.31651,2.04801,0.60031,0.413573,0,0.213991,0.430295,0.386455,0.363793,0.383023,0,-0.00636862,0.676248
10.2,-3.57133,-3.29253,2.49948,1.24257,1,0.820648,3.49937,2.16534,0.101754,0.250491,0,0.245772,0.44535,0.401127,0.366635,0.382944,0,-0.0065753,0.686869
10.25,-3.39197,-3.13703,2.49207,1.24994,1,0.836813,3.67349,2.4022,-0.397818,-0.0945023,0,0.298847,0.432415,0.4125,0.348759,0.376399,0,-0.00926583,0.681126
10.3,-3.20413,-3.05839,2.45977,1.24513,1,0.84586,3.83843,2.50968,-0.893415,-0.257761,0,0.326668,0.397638,0.415294,0.311792,0.37033,0,-0.0114358,0.664343
10.35,-3.00829,-2.88032,2.40288,1.21773,1,0.867687,3.99377,2.72109,-1.38009,-0.595262,0,0.372031,0.39678,0.416746,0.31236,0.359145,0,-0.0143117,0.66561
10.4,-2.80492,-2.70017,2.32199,1.17107,1,0.891009,4.13913,2.90153,-1.85297,-0.896112,0,0.403546,0.394822,0.409282,0.326787,0.346529,-7.32663e-18,-0.0169749,0.671232
10.45,-2.59455,-2.61783,2.21789,1.14473,1,0.901656,4.27415,2.97454,-2.30733,-1.02098,0,0.413801,0.341174,0.401409,0.272549,0.336751,0,-0.0186365,0.642611
10.5,-2.37769,-2.39702,2.09164,1.06103,1,0.930925,4.39848,3.15094,-2.73865,-1.32687,0,0.442679,0.33903,0.389186,0.293737,0.325078,-7.2494e-18,-0.0189818,0.650193
10.55,-2.15488,-2.30783,1.94449,1.02269,1,0.942743,4.51182,3.21353,-3.1426,-1.43609,0,0.445461,0.297121,0.3801,0.266925,0.318976,7.19365e-18,-0.0189253,0.636088
10.6,-1.92669,-2.08381,1.7779,0.918247,1,0.96986,4.61388,3.35003,-3.51514,-1.67394,0,0.432159,0.272345,0.354267,0.262425,0.302471,-7.18488e-18,-0.0208113,0.630355
10.65,-1.69369,-1.94725,1.59356,0.850608,1,0.983733,4.70441,3.42056,-3.85257,-1.7969,0,0.420688,0.220803,0.333296,0.236371,0.289206,3.56868e-18,-0.0223065,0.61429
10.7,-1.45645,-1.72356,1.39329,0.732252,1,1.00565,4.78317,3.52114,-4.15151,-1.96865,0,0.395329,0.19749,0.303123,0.225712,0.273155,-3.55974e-18,-0.0223352,0.605979
10.75,-1.21557,-1.59499,1.1791,0.661182,1,1.01691,4.84999,3.57155,-4.40896,-2.05024,0,0.371224,0.144992,0.28164,0.191517,0.264066,-1.76703e-18,-0.0216304,0.590456
10.8,-0.97165,-1.36268,0.953126,0.52765,1,1.03536,4.90468,3.64837,-4.62236,-2.16904,0,0.315057,0.0955483,0.242602,0.168481,0.246525,0,-0.0212311,0.579186
10.85,-0.725303,-1.22995,0.717632,0.449533,1,1.0437,4.94711,3.68387,-4.78957,-2.22031,0,0.274786,0.0707806,0.214751,0.155277,0.232689,0,-0.0209753,0.573413
10.9,-0.477144,-0.991533,0.474967,0.30631,1,1.05574,4.97718,3.7332,-4.90893,-2.28569,0,0.192436,0.0402235,0.169393,0.154432,0.21032,-8.77808e-19,-0.0201821,0.56934
10.95,-0.227793,-0.886312,0.227556,0.242509,1,1.05928,4.99481,3.75005,-4.97924,-2.30361,0,0.151515,-0.00693167,0.138647,0.136769,0.194777,0,-0.0192409,0.563895
11,0.022128,-0.613616,-0.022128,0.0762547,1,1.06338,4.99995,3.78082,-4.9998,-2.32596,0,0.0393193,-0.0325652,0.0939866,0.121745,0.172715,4.36915e-19,-0.0169394,0.562549
11.05,0.271994,-0.353508,-0.271591,-0.0818303,1,1.05989,4.9926,3.79609,-4.97041,-2.31647,0,-0.074096,-0.0724338,0.0337678,0.100699,0.148405,-4.35889e-19,-0.0128494,0.563843
11.1,0.52118,-0.246261,-0.518341,-0.146599,1,1.05621,4.97276,3.799,-4.89135,-2.30405,0,-0.121374,-0.120191,0.0195191,0.0773049,0.142358,-8.6996e-19,-0.0116857,0.56935
11.15,0.769063,0.0291116,-0.759912,-0.311046,1,1.04092,4.9405,3.79628,-4.76342,-2.25222,0,-0.242371,-0.150795,-0.037517,0.0655191,0.118007,0,-0.00694632,0.574049
11.2,1.01502,0.151226,-0.993889,-0.382742,1,1.03146,4.89589,3.7911,-4.58789,-2.21923,0,-0.293776,-0.213862,-0.0525581,0.0479913,0.112334,-8.68362e-19,-0.00583425,0.583583
11.25,1.25845,0.409915,-1.21794,-0.531112,1,1.00585,4.83904,3.77245,-4.36652,-2.12859,0,-0.391841,-0.252946,-0.111758,0.0382397,0.087216,0,-0.00138225,0.590355
11.3,1.49873,0.530982,-1.42981,-0.598591,1,0.991492,4.7701,3.75898,-4.10153,-2.07631,0,-0.433157,-0.296925,-0.1259,0.0161813,0.0809149,0,-0.00030949,0.605155
11.35,1.73526,0.786525,-1.62741,-0.735889,1,0.956981,4.68923,3.72123,-3.79555,-1.94237,0,-0.504477,-0.32518,-0.18446,0.00454494,0.0562934,1.08421e-19,0.00377452,0.614778
11.4,1.96745,0.906423,-1.80874,-0.797407,1,0.938909,4.59664,3.70023,-3.45165,-1.86785,0,-0.531847,-0.340474,-0.199759,-0.0183375,0.0501331,4.33754e-19,0.00472749,0.631535
11.45,2.19473,1.1593,-1.972,-0.919856,1,0.897943,4.49257,3.64468,-3.07326,-1.68342,0,-0.568852,-0.36461,-0.259922,-0.0268924,0.0261558,-8.67675e-19,0.00847621,0.642032
11.5,2.41652,1.27657,-2.11555,-0.972745,1,0.878261,4.37726,3.61348,-2.66417,-1.58412,0,-0.578386,-0.379838,-0.273021,-0.052841,0.0200876,0,0.00945134,0.658443
11.55,2.63228,1.52203,-2.23797,-1.07396,1,0.835969,4.25101,3.53586,-2.22845,-1.35041,0,-0.573329,-0.398755,-0.315348,-0.0739166,-0.00415863,0,0.0131986,0.673581
11.6,2.84145,1.62139,-2.33803,-1.11083,1,0.819027,4.11414,3.49937,-1.77047,-1.24542,0,-0.561674,-0.424649,-0.32516,-0.0869572,-0.010564,0,0.0141232,0.680354
11.65,3.04352,1.87131,-2.41472,-1.19115,1,0.778253,3.96699,3.39178,-1.2948,-0.947838,0,-0.509115,-0.414734,-0.372505,-0.106028,-0.0369514,-3.48904e-18,0.0170081,0.689623
11.7,3.23798,2.09947,-2.46729,-1.24627,1,0.743983,3.80992,3.27361,-0.80619,-0.637781,0,-0.441859,-0.452937,-0.397855,-0.126773,-0.0567416,0,0.0191911,0.699418
11.75,3.42435,2.20377,-2.4952,-1.26462,1,0.729864,3.64332,3.21076,-0.309526,-0.482056,0,-0.400201,-0.425996,-0.412513,-0.140077,-0.0700419,0,0.0206003,0.699171
11.8,3.60216,2.41884,-2.49819,-1.28701,1,0.701358,3.46762,3.06577,0.19023,-0.138868,0,-0.306902,-0.444468,-0.430161,-0.159495,-0.0906491,7.0281e-18,0.0224156,0.704523
11.85,3.77097,2.51639,-2.47621,-1.28932,1,0.690311,3.28326,2.99233,0.688085,0.0258195,0,-0.259482,-0.4283,-0.43403,-0.179054,-0.103259,-7.05163e-18,0.0231671,0.702321
11.9,3.93035,2.69264,-2.4295,-1.2794,1,0.67408,3.09069,2.84477,1.17907,0.335579,0,-0.162407,-0.429542,-0.438822,-0.196119,-0.122909,-7.07451e-18,0.024139,0.701927
11.95,4.07991,2.80497,-2.3585,-1.26242,1,0.666818,2.89039,2.73977,1.65826,0.542002,0,-0.0970015,-0.392958,-0.441437,-0.208153,-0.138805,0,0.0250434,0.69087
12,4.21927,2.96524,-2.26395,-1.22158,1,0.661258,2.68287,2.57408,2.12089,0.844052,0,-0.00453587,-0.398306,-0.437446,-0.236876,-0.158065,7.13822e-18,0.0254709,0.693512
12.05,4.34808,3.0664,-2.14677,-1.18442,1,0.660824,2.46864,2.45947,2.56233,1.03682,0,0.0528994,-0.348045,-0.430614,-0.241595,-0.172077,-7.14644e-18,0.0258581,0.675109
12.1,4.46603,3.22735,-2.00814,-1.10405,1,0.665542,2.24824,2.25224,2.97817,1.34567,0,0.143812,-0.337503,-0.415705,-0.258589,-0.194534,7.17753e-18,0.0268129,0.672242
12.15,4.57281,3.29807,-1.84945,-1.05913,1,0.669864,2.02222,2.15137,3.36425,1.48038,0,0.179336,-0.284563,-0.402064,-0.263419,-0.208331,0,0.0267839,0.652613
12.2,4.66817,3.44413,-1.67227,-0.954891,1,0.680749,1.79115,1.93944,3.71672,1.7343,0,0.235485,-0.26813,-0.372625,-0.294011,-0.226102,0,0.0255754,0.651054
12.25,4.75185,3.56749,-1.47839,-0.841662,1,0.69428,1.5556,1.73561,4.03205,1.9338,0,0.271515,-0.219132,-0.336943,-0.287297,-0.244344,3.61773e-18,0.0244045,0.630844
12.3,4.82366,3.63121,-1.26974,-0.772821,1,0.702626,1.31616,1.61961,4.30709,2.02908,0,0.282593,-0.195432,-0.31009,-0.310382,-0.258967,0,0.0238186,0.62735
12.35,4.88342,3.73252,-1.0484,-0.641564,1,0.718565,1.07343,1.41029,4.5391,2.16913,0,0.289573,-0.143128,-0.273315,-0.344139,-0.275151,-3.68554e-18,0.0222996,0.617368
12.4,4.93096,3.77264,-0.816588,-0.581553,1,0.725534,0.828021,1.31858,4.72575,2.21965,0,0.287541,-0.0971541,-0.245875,-0.351003,-0.286821,0,0.0211558,0.608112
12.45,4.96618,3.8629,-0.576614,-0.420841,1,0.743228,0.580541,1.08007,4.86519,2.31877,0,0.266894,-0.0606181,-0.202767,-0.367927,-0.304227,0,0.0194375,0.604474
12.5,4.98899,3.89327,-0.330879,-0.356603,1,0.749697,0.331609,0.986375,4.95601,2.34504,0,0.256013,-0.00992954,-0.173824,-0.380971,-0.313382,4.67176e-19,0.0177539,0.599684
12.55,4.99933,3.95673,-0.081838,-0.197586,1,0.763009,0.081849,0.758734,4.99732,2.38651,0,0.221843,0.0238649,-0.127366,-0.388979,-0.327547,0,0.0150999,0.598002
12.6,4.99717,3.98805,0.16802,-0.102803,1,0.768343,-0.168115,0.623811,4.98869,2.39439,0,0.198412,0.0652325,-0.0978797,-0.377836,-0.33767,-1.86637e-18,0.0139091,0.597276
12.65,4.98253,4.02564,0.4162,0.0490676,1,0.775941,-0.41766,0.403062,4.93022,2.37986,0,0.156569,0.0937519,-0.0499851,-0.388525,-0.354244,3.74885e-18,0.0119706,0.599929
12.7,4.95542,4.04059,0.660221,0.133785,1,0.778589,-0.66616,0.277366,4.82249,2.35805,0,0.131118,0.134904,-0.0175728,-0.381603,-0.363014,3.73835e-18,0.0105418,0.604284
12.75,4.91594,4.05461,0.897646,0.282137,1,0.782317,-0.912996,0.0507463,4.66658,2.29519,0,0.0943159,0.17968,0.0297531,-0.411166,-0.371287,0,0.00854694,0.610501
12.8,4.86416,4.05611,1.1261,0.363543,1,0.783294,-1.15755,-0.0792463,4.46403,2.24547,0,0.0780085,0.198515,0.062714,-0.383213,-0.378002,0,0.00730414,0.614281
12.85,4.80023,4.0461,1.3433,0.50336,1,0.784627,-1.39921,-0.315251,4.21689,2.13098,0,0.0533382,0.233677,0.112573,-0.401618,-0.387907,7.53875e-18,0.00554351,0.622462
12.9,4.7243,4.03692,1.54709,0.562049,1,0.784788,-1.63737,-0.420248,3.9276,2.07035,0,0.0471262,0.272981,0.142513,-0.404562,-0.392816,0,0.00463708,0.63239
12.95,4.63656,4.00028,1.73541,0.706047,1,0.785562,-1.87144,-0.693825,3.59908,1.88804,0,0.0427361,0.297814,0.18616,-0.405724,-0.398924,7.55199e-18,0.00370331,0.63919
13,4.53723,3.94957,1.9064,0.831979,1,0.786604,-2.10084,-0.95748,3.2346,1.67904,0,0.0537824,0.311535,0.240641,-0.386454,-0.404398,-7.49137e-18,0.00321067,0.643876
13.05,4.42657,3.92323,2.05833,0.879352,1,0.787156,-2.32498,-1.06607,2.83779,1.58383,0,0.0630179,0.381563,0.253442,-0.419056,-0.403175,-1.51923e-17,0.00385108,0.66297
13.1,4.30483,3.84039,2.1897,0.987402,1,0.790976,-2.54331,-1.34461,2.41263,1.31567,0,0.101346,0.411898,0.294809,-0.429316,-0.400927,-1.52629e-17,0.00532801,0.671145
13.15,4.17234,3.79679,2.29919,1.02873,1,0.793964,-2.75528,-1.46993,1.96337,1.18382,0,0.126902,0.411263,0.3058,-0.402412,-0.400806,0,0.00554525,0.668989
