time,ref_x,x,ref_y,y,ref_z,z,ref_u,u,ref_v,v,ref_w,w,ref_phi,phi,ref_theta,theta,ref_psi,psi,thrust
27.9,1.59613,1.74784,-0.248479,-0.41402,1,0.986104,0.548479,0.463458,1.39613,1.62738,0,-0.0178713,-0.040593,-0.0376106,0.195279,0.192589,2.73726,2.21337,0.213487
27.95,1.6218,1.78211,-0.178016,-0.335647,1,0.985201,0.478016,0.412952,1.42179,1.63255,0,-0.01894,-0.0394897,-0.0490876,0.189297,0.188112,2.78726,2.26257,0.21482
28,1.64391,1.81808,-0.106359,-0.240062,1,0.984208,0.406359,0.308664,1.44391,1.65947,0,-0.0124408,-0.0455593,-0.0535241,0.194774,0.182355,2.83726,2.32193,0.214552
28.05,1.66241,1.84382,-0.033685,-0.159024,1,0.983912,0.333685,0.256301,1.46241,1.65928,0,-0.00886256,-0.0433481,-0.0493243,0.192766,0.183765,2.88726,2.37011,0.212951
28.1,1.67726,1.86579,0.039822,-0.0774354,1,0.98368,0.260178,0.155542,1.47726,1.67099,0,-0.00187903,-0.0255347,-0.0570788,0.203179,0.181153,2.93726,2.41832,0.212477
28.15,1.68842,1.88365,0.113979,0.00465967,1,0.983608,0.186021,0.0602708,1.48842,1.66244,0,0.0063801,-0.0343332,-0.0554324,0.199611,0.18504,2.98726,2.46747,0.211161
28.2,1.69586,1.89747,0.188602,0.0871621,1,0.983958,0.111398,-0.00426545,1.49586,1.66398,0,0.00937972,-0.0512247,-0.0559807,0.193497,0.185311,3.03726,2.51554,0.209153
28.25,1.69956,1.90768,0.263503,0.170142,1,0.984471,0.036497,-0.0937629,1.49956,1.64929,0,0.012011,-0.0497733,-0.0594956,0.200856,0.187153,3.08726,2.56273,0.209146
28.3,1.69951,1.91362,0.338495,0.252814,1,0.984842,-0.038495,-0.159955,1.49951,1.64155,0,0.0115489,-0.0410655,-0.063799,0.199549,0.189254,3.13726,2.61046,0.208583
28.35,1.69571,1.91543,0.413391,0.351954,1,0.985161,-0.113391,-0.249385,1.49571,1.62145,0,0.00568262,-0.0333937,-0.0673977,0.210426,0.191379,-3.09593,2.66663,0.209179
28.4,1.68817,1.91241,0.488003,0.434078,1,0.984948,-0.188003,-0.318756,1.48817,1.59666,0,-0.00133167,-0.00862209,-0.0633646,0.197166,0.196627,-3.04593,2.71738,0.211485
28.45,1.67692,1.90559,0.562146,0.515646,1,0.984479,-0.262146,-0.413305,1.47692,1.56806,0,-0.0145929,-0.0267918,-0.0591586,0.21047,0.20018,-2.99593,2.7654,0.213075
28.5,1.66197,1.89443,0.635633,0.596639,1,0.983378,-0.335633,-0.471221,1.46197,1.54625,0,-0.0173499,-0.0282529,-0.0570605,0.198536,0.198598,-2.94593,2.81406,0.215784
28.55,1.64337,1.87811,0.708282,0.682225,1,0.982145,-0.408282,-0.577489,1.44337,1.51315,0,-0.0178232,-0.0357217,-0.0544234,0.210818,0.198694,-2.89593,2.86593,0.216538
28.6,1.62116,1.86008,0.77991,0.756213,1,0.9814,-0.47991,-0.621692,1.42116,1.49025,0,-0.0130517,-0.0231976,-0.0522969,0.200661,0.19861,-2.84593,2.91065,0.215677
28.65,1.59539,1.83344,0.850338,0.844863,1,0.980961,-0.550338,-0.712165,1.39539,1.44709,0,-0.00395443,-0.0168651,-0.0523275,0.195961,0.200387,-2.79593,2.96656,0.213973
28.7,1.56615,1.80383,0.919391,0.926698,1,0.981309,-0.619391,-0.76738,1.36615,1.41551,0,0.0083522,0.00185009,-0.0446148,0.199244,0.200261,-2.74593,3.02078,0.211286
28.75,1.53348,1.77207,0.986896,1.00192,1,0.981903,-0.686896,-0.85308,1.33348,1.36406,0,0.0173437,-0.00930535,-0.0389956,0.200089,0.206613,-2.69593,3.06911,0.209194
28.8,1.49748,1.73652,1.05268,1.07586,1,0.98298,-0.752684,-0.950347,1.29748,1.31425,0,0.019234,-0.0128876,-0.0442061,0.212147,0.204275,-2.64593,3.11561,0.207485
28.85,1.45825,1.6973,1.11659,1.14781,1,0.98371,-0.816591,-0.996407,1.25825,1.26918,0,0.0195525,-0.0162407,-0.0385849,0.201905,0.209037,-2.59593,-3.11772,0.207948
28.9,1.41586,1.65431,1.17846,1.21805,1,0.984396,-0.878456,-1.08067,1.21586,1.21042,0,0.0166985,-0.0260895,-0.039928,0.218611,0.207139,-2.54593,-3.07007,0.207998
28.95,1.37044,1.60775,1.23813,1.28627,1,0.984789,-0.938126,-1.11419,1.17044,1.19083,0,0.0138321,-0.0214566,-0.0428294,0.212103,0.206955,-2.49593,-3.02134,0.20862
29,1.32209,1.54758,1.29545,1.36528,1,0.984823,-0.995451,-1.19323,1.12209,1.11295,0,-0.000143473,-0.0054966,-0.0360589,0.209059,0.207436,-2.44593,-2.96191,0.210419
29.05,1.27093,1.49374,1.35029,1.42854,1,0.984035,-1.05029,-1.23536,1.07093,1.07989,0,-0.00725249,-0.0190304,-0.0354895,0.207415,0.211431,-2.39593,-2.91049,0.213454
29.1,1.2171,1.43703,1.4025,1.48967,1,0.983121,-1.1025,-1.31032,1.0171,1.00117,0,-0.0110655,-0.0153482,-0.0296257,0.21336,0.212672,-2.34593,-2.86297,0.214616
29.15,1.16073,1.37696,1.45196,1.54793,1,0.982329,-1.15196,-1.33864,0.960728,0.955858,0,-0.00914343,-0.0149275,-0.0362599,0.207045,0.215489,-2.29593,-2.81401,0.214759
29.2,1.10195,1.31393,1.49853,1.60341,1,0.981966,-1.19853,-1.41143,0.901954,0.872219,0,-0.00371472,-0.0257999,-0.0371144,0.194425,0.211607,-2.24593,-2.76347,0.214077
29.25,1.04093,1.24805,1.54211,1.65609,1,0.981545,-1.24211,-1.47441,0.840925,0.781463,0,0.00922545,-0.0228688,-0.0379224,0.210231,0.206006,-2.19593,-2.71643,0.212728
29.3,0.977794,1.17494,1.58259,1.70897,1,0.98192,-1.28259,-1.49716,0.777794,0.734866,0,0.0137689,-0.00782749,-0.0433663,0.198232,0.204446,-2.14593,-2.66162,0.209973
29.35,0.912719,1.09446,1.61986,1.76112,1,0.982171,-1.31986,-1.52133,0.712719,0.682569,0,0.0150207,-0.0250682,-0.0393424,0.207788,0.205063,-2.09593,-2.60572,0.209451
29.4,0.845863,1.02116,1.65383,1.80395,1,0.982436,-1.35383,-1.56391,0.645863,0.597208,0,0.0170333,-0.0277944,-0.0377302,0.201442,0.206972,-2.04593,-2.55805,0.208941
29.45,0.777393,0.94585,1.68442,1.84324,1,0.983117,-1.38442,-1.60929,0.577393,0.502883,0,0.0220241,-0.0291018,-0.0450444,0.211276,0.202267,-1.99593,-2.50862,0.207498
29.5,0.707479,0.868712,1.71155,1.87936,1,0.983774,-1.41155,-1.61703,0.507479,0.461353,0,0.0241491,-0.0438624,-0.0414995,0.205329,0.20643,-1.94593,-2.45992,0.207044
29.55,0.636297,0.790086,1.73515,1.91163,1,0.984307,-1.43515,-1.64205,0.436297,0.358401,0,0.0222731,-0.0413776,-0.0528302,0.217038,0.20816,-1.89593,-2.40978,0.206851
29.6,0.564024,0.71036,1.75516,1.94066,1,0.984983,-1.45516,-1.65516,0.364024,0.31812,0,0.0191643,-0.0144297,-0.0584396,0.215403,0.203588,-1.84593,-2.362,0.207775
29.65,0.490841,0.624264,1.77153,1.9675,1,0.984953,-1.47153,-1.66087,0.290841,0.213231,0,0.0127512,-0.0365258,-0.048262,0.216788,0.209906,-1.79593,-2.31245,0.207609
29.7,0.416932,0.532058,1.78423,1.99097,1,0.984833,-1.48423,-1.6656,0.216932,0.116846,0,0.010995,-0.0326765,-0.0479761,0.213028,0.208232,-1.74593,-2.25908,0.209244
29.75,0.34248,0.450064,1.79322,2.00737,1,0.984888,-1.49322,-1.64937,0.14248,0.0470357,0,0.00556225,-0.0371692,-0.0510159,0.222243,0.208016,-1.69593,-2.208,0.209455
29.8,0.267672,0.368208,1.79847,2.01962,1,0.984196,-1.49847,-1.63798,0.067672,-0.0487293,0,-0.00178208,-0.0244842,-0.0493152,0.213065,0.213665,-1.64593,-2.1591,0.211382
29.85,0.192695,0.286572,1.79998,2.02798,1,0.983363,-1.49998,-1.62792,-0.007305,-0.109826,0,-0.00217158,-0.0250618,-0.0377817,0.203222,0.221986,-1.59593,-2.10926,0.213233
29.9,0.117737,0.204445,1.79774,2.03189,1,0.982855,-1.49774,-1.6084,-0.082263,-0.20266,0,0.00538561,-0.0242955,-0.0372079,0.211583,0.215881,-1.54593,-2.06111,0.213557
29.95,0.042983,0.122683,1.79176,2.03199,1,0.982646,-1.49176,-1.59986,-0.157017,-0.265434,0,0.0101911,-0.0215352,-0.0315673,0.207921,0.218543,-1.49593,-2.0155,0.210817
30,-0.031377,0.0359067,1.78205,2.02752,1,0.982898,0,-1.57857,0,-0.357234,0,0.0258328,-0.0112434,-0.0252999,0.216998,0.220519,-1.44593,-1.96584,0.209515
30.05,-0.031377,-0.05589,1.78205,2.01772,1,0.983869,0,-1.55598,0,-0.422477,0,0.0250626,-0.420319,-0.0244323,0.00796299,0.225047,-1.41593,-1.91106,0.207427
30.1,-0.031377,-0.13616,1.78205,2.00541,1,0.985095,0,-1.54218,0,-0.523027,0,0.0177549,-0.429344,-0.0330585,-0.0363794,0.136169,-1.41593,-1.86552,0.20535
30.15,-0.031377,-0.21398,1.78205,1.99139,1,0.98395,0,-1.51952,0,-0.541445,0,-0.00697461,-0.424615,-0.158055,-0.101162,0.0198199,-1.41593,-1.81375,0.209684
30.2,-0.031377,-0.287886,1.78205,1.97687,1,0.980125,0,-1.38053,0,-0.499433,0,-0.0757814,-0.356636,-0.238552,-0.0837739,-0.0242151,-1.41593,-1.77327,0.230447
30.25,-0.031377,-0.355387,1.78205,1.96365,1,0.974873,0,-1.2736,0,-0.468386,0,-0.110885,-0.321448,-0.25239,-0.0748193,-0.0584761,-1.41593,-1.73771,0.240165
30.3,-0.031377,-0.415536,1.78205,1.95201,1,0.968334,0,-1.08761,0,-0.378221,0,-0.123542,-0.27629,-0.26425,-0.0366446,-0.0686591,-1.41593,-1.71056,0.24521
30.35,-0.031377,-0.476697,1.78205,1.94107,1,0.962529,0,-0.850111,0,-0.269268,0,-0.0749595,-0.250473,-0.247847,-0.0114908,-0.0675021,-1.41593,-1.685,0.24326
30.4,-0.031377,-0.518404,1.78205,1.93466,1,0.960944,0,-0.752919,0,-0.223907,0,-0.0378119,-0.220583,-0.23375,0.0311116,-0.0484308,-1.41593,-1.67104,0.231389
30.45,-0.031377,-0.552354,1.78205,1.93025,1,0.962551,0,-0.542591,0,-0.130716,0,0.0525152,-0.205431,-0.211115,0.0574143,-0.0210982,-1.41593,-1.66135,0.219379
30.5,-0.031377,-0.579463,1.78205,1.9272,1,0.967396,0,-0.461521,0,-0.10193,0,0.0821331,-0.184731,-0.195518,0.0848717,0.00563418,-1.41593,-1.65178,0.20181
30.55,-0.031377,-0.600691,1.78205,1.92476,1,0.973443,0,-0.292327,0,-0.0587193,0,0.110037,-0.171205,-0.172712,0.0962785,0.0327431,-1.41593,-1.64537,0.193087
30.6,-0.031377,-0.616797,1.78205,1.92231,1,0.979556,0,-0.229778,0,-0.0441028,0,0.110095,-0.143739,-0.153728,0.104569,0.0554421,-1.41593,-1.63947,0.189037
30.65,-0.031377,-0.63098,1.78205,1.91876,1,0.984953,0,-0.109701,0,-0.0382711,0,0.0524849,-0.12617,-0.133359,0.101824,0.0790926,-1.41593,-1.6291,0.191929
30.7,-0.031377,-0.638936,1.78205,1.91479,1,0.986338,0,-0.0535355,0,-0.0399013,0,0.0177559,-0.0977975,-0.111655,0.090023,0.0897432,-1.41593,-1.62488,0.204743
30.75,-0.031377,-0.644394,1.78205,1.9095,1,0.985361,0,0.0441496,0,-0.055236,0,-0.0586193,-0.0843032,-0.086618,0.0801349,0.0938365,-1.41593,-1.6151,0.214131
30.8,-0.031377,-0.647087,1.78205,1.90322,1,0.982283,0,0.0807674,0,-0.0559871,0,-0.0794619,-0.0662345,-0.0657003,0.0683739,0.0924548,-1.41593,-1.6076,0.225262
30.85,-0.031377,-0.648064,1.78205,1.89555,1,0.978961,0,0.164618,0,-0.0799058,0,-0.0873368,-0.0591644,-0.0500013,0.0564816,0.0882834,-1.41593,-1.60207,0.22851
30.9,-0.031377,-0.647392,1.78205,1.8865,1,0.976484,0,0.231099,0,-0.0946195,0,-0.0561057,-0.048714,-0.0388426,0.0444597,0.0846164,-1.41593,-1.59384,0.227212
30.95,-0.031377,-0.64532,1.78205,1.87649,1,0.975142,0,0.250076,0,-0.0974554,0,-0.0380009,-0.0422884,-0.0167596,0.0301952,0.0761668,-1.41593,-1.59059,0.219543
31,-0.031377,-0.641778,1.78205,1.86333,1,0.976218,0,0.290788,0,-0.110099,0,0.00549213,-0.0395342,-0.00968826,0.0163937,0.0622754,-1.41593,-1.58557,0.214064
31.05,-0.031377,-0.638128,1.78205,1.85168,1,0.978445,0,0.302772,0,-0.113512,0,0.0167613,-0.0391612,-0.00431991,0.000855052,0.0539521,-1.41593,-1.58102,0.207147
31.1,-0.031377,-0.633902,1.78205,1.8399,1,0.981095,0,0.336732,0,-0.113266,0,0.0316195,-0.038429,0.00520741,-0.0128463,0.0385104,-1.41593,-1.57833,0.203551
31.15,-0.031377,-0.62962,1.78205,1.82818,1,0.983577,0,0.349523,0,-0.103915,0,0.024604,-0.0336783,0.0145651,-0.0195109,0.0234413,-1.41593,-1.57416,0.202547
31.2,-0.031377,-0.625175,1.78205,1.81688,1,0.985398,0,0.356145,0,-0.0941825,0,-0.00174247,-0.0357532,0.0170293,-0.0273578,0.0124291,-1.41593,-1.57119,0.204031
31.25,-0.031377,-0.620785,1.78205,1.80624,1,0.98579,0,0.361352,0,-0.0781119,0,-0.0227644,-0.0306426,0.0205388,-0.0230249,0.00682475,-1.41593,-1.56884,0.211216
31.3,-0.031377,-0.616175,1.78205,1.79585,1,0.98483,0,0.360656,0,-0.0586067,0,-0.0544813,-0.0316954,0.0177127,-0.0233167,-0.00154499,-1.41593,-1.56632,0.21528
31.35,-0.031377,-0.611233,1.78205,1.78589,1,0.982434,0,0.360266,0,-0.0368437,0,-0.0671718,-0.0279727,0.0256264,-0.0127306,-0.00739275,-1.41593,-1.56216,0.221503
31.4,-0.031377,-0.607188,1.78205,1.77879,1,0.98002,0,0.353877,0,-0.0153758,0,-0.0681881,-0.0299243,0.0264312,-0.0135949,-0.00794514,-1.41593,-1.56092,0.22339
31.45,-0.031377,-0.603271,1.78205,1.77246,1,0.978714,0,0.352677,0,0.0031074,0,-0.061508,-0.0274219,0.0180564,-0.000474306,-0.00480135,-1.41593,-1.55719,0.221882
31.5,-0.031377,-0.599584,1.78205,1.76718,1,0.977857,0,0.332694,0,0.0259045,0,-0.0301429,-0.0305406,0.0268899,0.0087774,0.00340133,-1.41593,-1.55446,0.216068
31.55,-0.031377,-0.596024,1.78205,1.76292,1,0.978533,0,0.321675,0,0.0442577,0,-0.00212794,-0.03125,0.0192457,0.0108302,0.0108703,-1.41593,-1.55295,0.213758
31.6,-0.031377,-0.592741,1.78205,1.75929,1,0.979662,0,0.319725,0,0.0497326,0,0.00622347,-0.0329303,0.0202284,0.0177852,0.0150596,-1.41593,-1.55196,0.208098
31.65,-0.031377,-0.588949,1.78205,1.75586,1,0.981418,0,0.300794,0,0.0558496,0,0.010399,-0.0348008,0.024023,0.0194392,0.0198679,-1.41593,-1.5516,0.206581
31.7,-0.031377,-0.585713,1.78205,1.75303,1,0.983072,0,0.293645,0,0.0586996,0,0.00842184,-0.0382627,0.0233905,0.0190663,0.0257386,-1.41593,-1.55011,0.206348
31.75,-0.031377,-0.582785,1.78205,1.75065,1,0.984027,0,0.274335,0,0.0654014,0,-0.00654858,-0.0383033,0.022384,0.019495,0.0290098,-1.41593,-1.54696,0.206889
31.8,-0.031377,-0.579779,1.78205,1.74845,1,0.983975,0,0.267175,0,0.0640005,0,-0.0238398,-0.0423629,0.0220353,0.0183627,0.0277158,-1.41593,-1.54558,0.212358
31.85,-0.031377,-0.576643,1.78205,1.74649,1,0.983535,0,0.260233,0,0.068455,0,-0.0369504,-0.0430303,0.0130851,0.0189225,0.034617,-1.41593,-1.54319,0.215109
31.9,-0.031377,-0.573574,1.78205,1.74442,1,0.982495,0,0.248958,0,0.0646722,0,-0.0418387,-0.0454997,0.0108815,0.0148325,0.0275508,-1.41593,-1.5421,0.216625
31.95,-0.031377,-0.570263,1.78205,1.74261,1,0.981912,0,0.247207,0,0.0644171,0,-0.040907,-0.0460855,-0.00146051,0.0129039,0.0344951,-1.41593,-1.53797,0.216838
32,-0.031377,-0.565882,1.78205,1.74055,1,0.980723,0,0.229441,0,0.0669643,0,-0.0290632,-0.04732,0.011634,0.0123487,0.030098,-1.41593,-1.53663,0.215847
32.05,-0.031377,-0.562014,1.78205,1.73891,1,0.980803,0,0.224457,0,0.0709233,0,-0.0197471,-0.0500451,0.000722968,0.0121798,0.0286206,-1.41593,-1.53386,0.214926
32.1,-0.031377,-0.557851,1.78205,1.73746,1,0.981541,0,0.21841,0,0.0662934,0,-0.00577863,-0.0539814,0.00363807,0.0108594,0.0263142,-1.41593,-1.53038,0.21149
32.15,-0.031377,-0.553202,1.78205,1.73641,1,0.982223,0,0.208413,0,0.0689851,0,-0.00195219,-0.0558639,0.00352233,0.0115517,0.0252028,-1.41593,-1.52925,0.20869
32.2,-0.031377,-0.548266,1.78205,1.73547,1,0.983395,0,0.207956,0,0.076541,0,-0.00626276,-0.0543445,0.000250522,0.01414,0.0242322,-1.41593,-1.52473,0.207887
32.25,-0.031377,-0.54286,1.78205,1.73473,1,0.984169,0,0.195001,0,0.0792211,0,-0.00846017,-0.057538,-0.00419871,0.0171595,0.025416,-1.41593,-1.52299,0.209053
32.3,-0.031377,-0.535735,1.78205,1.73434,1,0.984575,0,0.198969,0,0.0771863,0,-0.0206653,-0.0566669,-0.00705318,0.018147,0.028213,-1.41593,-1.51953,0.210437
32.35,-0.031377,-0.529344,1.78205,1.73417,1,0.984473,0,0.202299,0,0.0886306,0,-0.0251253,-0.0543266,-0.010566,0.0224073,0.0286436,-1.41593,-1.51801,0.212413
