1675858349.0742094517,0,0,0,2,0,1,0,0,0,0,0,2.364174926596610767e-308,0.43023782968521118164,0,1.5077738784464318478,0.00966499999999999998,6.3133175109975070427e-07,0,
1675858349.0900213718,0,0,0,2,0,1,0,0,0,0,0,2.364174926596610767e-308,0.43023782968521118164,0,1.5077738784464318478,0.00039899999999999999486,6.3133175109975070427e-07,0,
1675858349.1151669025,0,0,0,2,0,1,0,0,0,0,0,2.364174926596610767e-308,0.43023782968521118164,0,1.5077738784464318478,0.00055299999999999999763,6.3133175109975070427e-07,0,
1675858349.141305685,0,0,0,2,0,1,0,0,0,0,0,2.364174926596610767e-308,0.43023782968521118164,0,1.5077738784464318478,0.0013600000000000000977,6.3133175109975070427e-07,0,
1675858349.1663060188,0,0,0,2,0,1,0,0,0,0,0,2.364174926596610767e-308,0.43023782968521118164,0,1.5077738784464318478,0.0015449999999999999324,6.3133175109975070427e-07,0,
1675858349.1916661263,0,0,0,2,0,1,0,0,0,0,0,2.364174926596610767e-308,0.43023782968521118164,0,1.5077738784464318478,0.0019510000000000000432,6.3133175109975070427e-07,0,
1675858349.2154655457,0,0,0,2,0,1,0,0,0,0,0,2.364174926596610767e-308,0.43023782968521118164,0,1.5077738784464318478,0.00072699999999999999865,6.3133175109975070427e-07,0,
1675858349.2404623032,0,0,0,2,0,1,0,0,0,0,0,2.364174926596610767e-308,0.43023782968521118164,0,1.5077738784464318478,0.00070100000000000001719,6.3133175109975070427e-07,0,
1675858349.2658295631,0,0,0,2,0,1,0,0,0,0,0,2.364174926596610767e-308,0.43023782968521118164,0,1.5077738784464318478,0.0011059999999999999953,6.3133175109975070427e-07,0,
1675858349.2915306091,0,0,0,2,0,1,0,0,0,0,0,2.364174926596610767e-308,0.43023782968521118164,0,1.5077738784464318478,0.0018029999999999999152,6.3133175109975070427e-07,0,
1675858349.3162441254,0,0,0,2,0,1,0,0,0,0,0,2.364174926596610767e-308,0.43023782968521118164,0,1.5077738784464318478,0.001518999999999999951,6.3133175109975070427e-07,0,
